,FULL_NAME,YEAR_START,YEAR_END,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,COLLEGE,PLAYER_ID
385,Craig Brackins,2011,2012,F,6-10,230.0,"October 9, 1987",Iowa State University,202342.0
386,Gary Bradds,1965,1971,F,6-8,210.0,"July 26, 1942",Ohio State University,76227.0
387,Alex Bradley,1982,1982,F,6-6,215.0,"October 30, 1959",Villanova University,76228.0
388,Alonzo Bradley,1978,1980,F,6-6,190.0,"October 16, 1953",Texas Southern University,76229.0
389,Avery Bradley,2011,2018,G,6-2,180.0,"November 26, 1990",University of Texas at Austin,202340.0
390,Bill Bradley,1968,1977,F-G,6-5,205.0,"July 28, 1943",Princeton University,76233.0
391,Charles Bradley,1982,1984,G,6-5,215.0,"May 16, 1959",University of Wyoming,76230.0
392,Dudley Bradley,1980,1989,G-F,6-6,195.0,"March 19, 1957",University of North Carolina,76231.0
393,Jim Bradley,1974,1976,F,6-8,215.0,"March 16, 1952",Northern Illinois University,81749.0
395,Michael Bradley,2002,2006,F-C,6-10,245.0,"April 18, 1979",Villanova University,2214.0
396,Shawn Bradley,1994,2005,C,7-6,235.0,"March 22, 1972",Brigham Young University,762.0
397,Tony Bradley,2018,2018,F-C,6-11,240.0,"January 8, 1998",University of North Carolina,1628396.0
399,Torraye Braggs,2004,2005,F,6-8,245.0,"May 15, 1976",Xavier University,1765.0
400,A.J. Bramlett,2000,2000,C,6-10,227.0,"January 10, 1977",University of Arizona,1920.0
401,Adrian Branch,1987,1990,F-G,6-7,185.0,"November 17, 1963",University of Maryland,76237.0
402,Elton Brand,2000,2016,F,6-8,275.0,"March 11, 1979",Duke University,1882.0
403,Terrell Brandon,1992,2002,G,5-11,180.0,"May 20, 1970",University of Oregon,210.0
405,Brad Branson,1982,1983,C-F,6-10,220.0,"September 24, 1958",Southern Methodist University,76239.0
406,Jesse Branson,1966,1968,F,6-7,195.0,"January 7, 1942",Elon University,76240.0
407,Jim Brasco,1953,1953,G,6-1,170.0,"February 3, 1931",New York University,76241.0
408,Mike Bratz,1978,1986,G,6-2,185.0,"October 17, 1955",Stanford University,76242.0
412,Pete Brennan,1959,1959,F,6-6,205.0,"September 23, 1936",University of North Carolina,76245.0
413,Tom Brennan,1955,1955,F,6-3,195.0,"August 6, 1930",Villanova University,80014.0
414,Randy Breuer,1984,1994,C,7-3,230.0,"October 11, 1960",University of Minnesota,76247.0
415,Corey Brewer,2008,2018,F-G,6-9,186.0,"March 5, 1986",University of Florida,201147.0
416,Jamison Brewer,2002,2005,G,6-4,184.0,"November 19, 1980",Auburn University,2249.0
417,Jim Brewer,1974,1982,F-C,6-9,210.0,"December 3, 1951",University of Minnesota,76248.0
418,Ron Brewer,1979,1986,G,6-4,180.0,"September 16, 1955",University of Arkansas,76249.0
419,Ronnie Brewer,2007,2014,G-F,6-7,220.0,"March 20, 1985",University of Arkansas,200758.0
421,Frank Brickowski,1985,1997,F-C,6-9,240.0,"August 14, 1959",Pennsylvania State University,783.0
422,Junior Bridgeman,1976,1987,F-G,6-5,210.0,"September 17, 1953",University of Louisville,76252.0
423,Bill Bridges,1963,1975,F-C,6-6,228.0,"April 4, 1939",University of Kansas,76253.0
427,Allan Bristow,1974,1983,F-G,6-7,210.0,"August 23, 1951",Virginia Polytechnic Institute and State University,76257.0
429,Wayman Britt,1978,1978,G,6-2,185.0,"August 31, 1952",University of Michigan,76259.0
430,Mike Brittain,1986,1987,C,7-0,235.0,"June 21, 1963",University of South Carolina,76260.0
432,Jon Brockman,2010,2012,F,6-7,255.0,"March 20, 1987",University of Washington,201972.0
434,Malcolm Brogdon,2017,2018,G,6-5,215.0,"December 11, 1992",University of Virginia,1627763.0
435,Gary Brokaw,1975,1978,G,6-4,178.0,"January 11, 1954",University of Notre Dame,76263.0
437,Aaron Brooks,2008,2018,G,6-0,161.0,"January 14, 1985",University of Oregon,201166.0
438,Dillon Brooks,2018,2018,G-F,6-6,220.0,"January 22, 1996",University of Oregon,1628415.0
439,Kevin Brooks,1992,1994,F,6-6,200.0,"October 12, 1969",University of Louisiana at Lafayette,76265.0
440,MarShon Brooks,2012,2014,G-F,6-5,200.0,"January 26, 1989",Providence College,202705.0
441,Michael Brooks,1981,1988,F,6-7,220.0,"August 17, 1958",La Salle University,76266.0
444,Anthony Brown,2016,2017,F-G,6-7,210.0,"October 10, 1992",Stanford University,1626148.0
445,Bob Brown,1949,1950,F,6-4,205.0,"November 12, 1923",Miami University,79575.0
447,Chucky Brown,1990,2002,F,6-7,214.0,"February 29, 1968",North Carolina State University,359.0
448,Damone Brown,2002,2005,F,6-9,200.0,"June 28, 1979",Syracuse University,2245.0
449,Darrell Brown,1949,1949,F,6-2,175.0,"March 14, 1923",Humboldt State University,76270.0
450,Dee Brown,1991,2002,G,6-1,160.0,"November 29, 1968",Jacksonville University,244.0
451,Dee Brown,2007,2009,G,6-0,185.0,"August 17, 1984",University of Illinois at Urbana-Champaign,200793.0
452,Derrick Brown,2010,2012,F,6-7,225.0,"September 8, 1987",Xavier University,201974.0
454,Ernest Brown,2002,2002,C,7-0,244.0,"May 17, 1979",Indian Hills Community College,2081.0
455,Fred Brown,1972,1984,G,6-3,182.0,"August 7, 1948",University of Iowa,76272.0
456,George Brown,1958,1958,F,6-6,190.0,"October 30, 1935",Wayne State University,76273.0
460,Jaylen Brown,2017,2018,F-G,6-7,225.0,"October 24, 1996",University of California,1627759.0
461,John Brown,1974,1980,F,6-7,220.0,"December 14, 1951",University of Missouri,76276.0
462,Kedrick Brown,2002,2005,G,6-7,222.0,"March 18, 1981",Okaloosa-Walton Community College,2208.0
463,Larry Brown,1968,1972,G,5-9,160.0,"September 14, 1940",University of North Carolina,80392.0
465,Lewis Brown,1981,1981,C,6-11,225.0,"February 19, 1955","University of Nevada, Las Vegas",76279.0
466,Lorenzo Brown,2014,2018,G,6-5,189.0,"August 26, 1990",North Carolina State University,203485.0
467,Marcus Brown,1997,2000,G,6-3,185.0,"April 3, 1974",Murray State University,992.0
468,Markel Brown,2015,2016,G,6-3,190.0,"January 29, 1992",Oklahoma State University,203900.0
469,Mike Brown,1987,1997,C-F,6-9,257.0,"July 19, 1963",George Washington University,1479.0
470,Myron Brown,1992,1992,G,6-3,180.0,"November 3, 1969",Slippery Rock University of Pennsylvania,76277.0
471,P.J. Brown,1994,2008,F-C,6-11,225.0,"October 14, 1969",Louisiana Tech University,136.0
472,Randy Brown,1992,2003,G,6-2,190.0,"May 22, 1968",New Mexico State University,753.0
474,Rickey Brown,1981,1985,C-F,6-10,215.0,"August 20, 1958",Mississippi State University,76283.0
475,Roger Brown,1968,1975,F-G,6-5,205.0,"May 22, 1942",University of Dayton,76286.0
476,Roger Brown,1973,1980,C,6-11,225.0,"February 23, 1950",University of Kansas,76286.0
477,Shannon Brown,2007,2015,G,6-4,205.0,"November 29, 1985",Michigan State University,200769.0
478,Sterling Brown,2018,2018,G,6-5,225.0,"February 10, 1995",Southern Methodist University,1628425.0
480,Tony Brown,1985,1992,F-G,6-6,185.0,"July 29, 1960",University of Arkansas,76268.0
481,Stanley Brundy,1990,1990,F,6-6,210.0,"November 13, 1967",DePaul University,76288.0
482,Brian Brunkhorst,1969,1969,F,6-6,208.0,"June 12, 1945",Marquette University,80763.0
486,Joe Bryant,1976,1983,F-C,6-9,185.0,"October 19, 1954",La Salle University,76290.0
487,Mark Bryant,1989,2003,F-C,6-9,245.0,"April 25, 1965",Seton Hall University,95.0
488,Thomas Bryant,2018,2018,C,6-10,248.0,"July 31, 1997",Indiana University,1628418.0
489,Wallace Bryant,1984,1986,C,7-0,245.0,"July 14, 1959",University of San Francisco,76291.0
491,George Bucci,1976,1976,G,6-3,200.0,"July 9, 1953",Manhattan College,81929.0
492,Joe Buckhalter,1962,1963,F,6-7,210.0,"August 1, 1937",Tennessee State University,76293.0
494,Cleveland Buckner,1962,1963,F-C,6-9,210.0,"August 17, 1938",Jackson State University,76295.0
495,Greg Buckner,2000,2009,G,6-4,210.0,"September 16, 1976",Clemson University,1761.0
496,Quinn Buckner,1977,1986,G,6-3,190.0,"August 20, 1954",Indiana University,76296.0
497,Dave Budd,1961,1965,F,6-6,205.0,"October 28, 1938",Wake Forest University,76297.0
498,Chase Budinger,2010,2016,F,6-7,209.0,"May 22, 1988",University of Arizona,201978.0
500,Jud Buechler,1991,2002,F-G,6-6,220.0,"June 19, 1968",University of Arizona,146.0
501,Rodney Buford,2000,2005,G-F,6-5,189.0,"November 2, 1977",Creighton University,1934.0
503,Reggie Bullock,2014,2018,G-F,6-7,205.0,"March 16, 1991",University of North Carolina,203493.0
504,Larry Bunce,1968,1969,C,7-0,240.0,"July 29, 1945",Utah State University,80738.0
505,Greg Bunch,1979,1979,F,6-6,190.0,"May 15, 1956","California State University, Fullerton",76300.0
506,Dick Bunt,1953,1953,G,6-0,170.0,"July 13, 1930",New York University,76301.0
507,Bill Buntin,1966,1966,C-F,6-7,250.0,"May 5, 1942",University of Michigan,76302.0
508,Bill Bunting,1970,1972,F-C,6-8,200.0,"August 26, 1947",University of North Carolina,80911.0
511,Trey Burke,2014,2017,G,6-1,191.0,"November 12, 1992",University of Michigan,203504.0
512,Roger Burkman,1982,1982,G,6-5,175.0,"May 22, 1958",University of Louisville,76304.0
513,Alec Burks,2012,2018,G,6-6,214.0,"July 20, 1991",University of Colorado,202692.0
514,Antonio Burks,2005,2006,G,6-1,200.0,"February 25, 1980",University of Memphis,2766.0
516,Tom Burleson,1975,1981,C,7-2,225.0,"February 24, 1952",North Carolina State University,76305.0
517,Jack Burmaster,1950,1950,G,6-3,190.0,"December 23, 1926",University of Illinois at Urbana-Champaign,76306.0
518,David Burns,1982,1982,G,6-2,180.0,"July 3, 1958",Saint Louis University,76307.0
519,Evers Burns,1994,1994,F,6-8,260.0,"August 24, 1971",University of Maryland,76308.0
520,Jim Burns,1968,1968,G,6-3,195.0,"September 21, 1945",Northwestern University,76309.0
521,Scott Burrell,1994,2001,G-F,6-7,218.0,"January 12, 1971",University of Connecticut,197.0
522,Art Burris,1951,1952,F,6-5,220.0,"April 7, 1924",University of Tennessee,76311.0
523,Junior Burrough,1996,1996,F,6-8,242.0,"January 18, 1973",University of Virginia,675.0
524,Bob Burrow,1957,1958,C-F,6-7,228.0,"June 29, 1934",University of Kentucky,76313.0
526,Willie Burton,1991,1999,F-G,6-8,210.0,"May 26, 1968",University of Minnesota,416.0
527,Steve Burtt,1985,1993,G,6-2,185.0,"November 5, 1962",Iona College,76316.0
528,Don Buse,1973,1985,G,6-4,190.0,"August 10, 1950",University of Evansville,76317.0
529,David Bustion,1973,1973,F,6-8,215.0,"August 30, 1949",University of Denver,81458.0
530,Donnie Butcher,1962,1966,G,6-2,200.0,"February 8, 1936",Pikeville College,76318.0
531,Al Butler,1962,1965,G,6-2,175.0,"July 9, 1938",Niagara University,76319.0
532,Caron Butler,2003,2016,F,6-7,228.0,"March 13, 1980",University of Connecticut,2406.0
533,Greg Butler,1989,1991,C,6-11,240.0,"March 11, 1966",Stanford University,76320.0
534,Jimmy Butler,2012,2018,F-G,6-8,236.0,"September 14, 1989",Marquette University,202710.0
535,Mike Butler,1969,1972,G,6-2,170.0,"October 22, 1946",University of Memphis,80863.0
537,Rasual Butler,2003,2016,F-G,6-7,215.0,"May 23, 1979",La Salle University,2446.0
539,Derrick Byars,2012,2012,F,6-7,220.0,"April 25, 1984",Vanderbilt University,201182.0
541,Marty Byrnes,1979,1983,F,6-7,215.0,"April 30, 1956",Syracuse University,76321.0
544,Barney Cable,1959,1964,F,6-7,175.0,"July 29, 1935",Bradley University,76324.0
545,Jason Caffey,1996,2003,F,6-8,255.0,"June 12, 1973",University of Alabama,679.0
546,Michael Cage,1985,2000,F-C,6-9,224.0,"January 28, 1962",San Diego State University,262.0
547,Gerry Calabrese,1951,1952,G,6-1,175.0,"February 4, 1925",St. John's University,76326.0
548,Nick Calathes,2014,2015,G,6-6,213.0,"February 7, 1989",University of Florida,201979.0
550,Jim Caldwell,1968,1969,C,6-10,240.0,"January 28, 1943",Georgia Institute of Technology,76328.0
551,Joe Caldwell,1965,1975,F-G,6-5,195.0,"November 1, 1941",Arizona State University,76329.0
552,Kentavious Caldwell-Pope,2014,2018,G,6-5,205.0,"February 18, 1993",University of Georgia,203484.0
554,Corky Calhoun,1973,1980,F,6-7,210.0,"November 1, 1950",University of Pennsylvania,76330.0
559,Mack Calvin,1970,1981,G,6-0,165.0,"July 27, 1947",University of Southern California,76336.0
561,Marcus Camby,1997,2013,C-F,6-11,220.0,"March 22, 1974",University of Massachusetts Amherst,948.0
562,Elden Campbell,1991,2005,C,6-11,215.0,"July 23, 1968",Clemson University,922.0
563,Tony Campbell,1985,1995,F-G,6-7,215.0,"May 7, 1962",Ohio State University,76338.0
564,Isaiah Canaan,2014,2018,G,6-0,201.0,"May 21, 1991",Murray State University,203477.0
565,Larry Cannon,1970,1974,G,6-4,195.0,"April 12, 1947",La Salle University,76339.0
566,Derrick Caracter,2011,2011,F,6-9,275.0,"May 4, 1988",University of Texas at El Paso,202382.0
567,Frank Card,1969,1973,F,6-7,195.0,"December 28, 1944",South Carolina State University,80681.0
568,Brian Cardinal,2001,2012,F,6-8,245.0,"May 2, 1977",Purdue University,2073.0
569,Howie Carl,1962,1962,G,5-9,160.0,"June 7, 1938",DePaul University,76340.0
572,Rick Carlisle,1985,1990,G,6-5,210.0,"October 27, 1959",University of Virginia,76342.0
573,Don Carlos,1969,1969,G-F,6-5,210.0,"March 3, 1944",Otterbein College,80655.0
576,Bob Carney,1955,1955,G,6-3,170.0,"August 3, 1932",Bradley University,76345.0
577,Rodney Carney,2007,2011,F,6-7,205.0,"April 15, 1984",University of Memphis,200760.0
579,Antoine Carr,1985,2000,F-C,6-9,225.0,"July 23, 1961",Wichita State University,156.0
580,Austin Carr,1972,1981,G,6-4,200.0,"March 10, 1948",University of Notre Dame,76348.0
581,Chris Carr,1996,2001,G,6-5,207.0,"March 12, 1974",Southern Illinois University,713.0
582,Cory Carr,1999,1999,G,6-3,210.0,"December 5, 1975",Texas Tech University,1757.0
583,Kenny Carr,1978,1987,F,6-7,220.0,"August 15, 1955",North Carolina State University,76350.0
584,M.L. Carr,1976,1985,F-G,6-6,205.0,"January 9, 1951",Guilford College,76351.0
585,Darel Carrier,1968,1973,G,6-3,185.0,"October 26, 1940",Western Kentucky University,80449.0
586,Bob Carrington,1978,1980,G-F,6-6,195.0,"July 3, 1953",Boston College,76352.0
587,DeMarre Carroll,2010,2018,F,6-8,215.0,"July 27, 1986",University of Missouri,201960.0
588,Joe Barry Carroll,1981,1991,C-F,7-0,225.0,"July 24, 1958",Purdue University,76353.0
592,Butch Carter,1981,1986,G,6-5,180.0,"June 11, 1958",Indiana University,76355.0
593,Fred Carter,1970,1977,G-F,6-3,185.0,"February 14, 1945",Mount St. Mary's University,76356.0
594,George Carter,1968,1976,F-G,6-4,210.0,"January 10, 1944",St. Bonaventure University,76357.0
595,Howard Carter,1984,1985,G,6-5,215.0,"October 26, 1961",Louisiana State University,76358.0
596,Jake Carter,1950,1950,F-C,6-4,195.0,"July 25, 1924",East Texas State University,76359.0
598,Reggie Carter,1981,1982,G,6-3,175.0,"October 10, 1957",St. John's University,76360.0
599,Ron Carter,1979,1980,G,6-5,190.0,"August 31, 1956",Virginia Military Institute,76361.0
600,Vince Carter,1999,2018,G-F,6-6,220.0,"January 26, 1977",University of North Carolina,1713.0
601,Michael Carter-Williams,2014,2018,G,6-6,190.0,"October 10, 1991",Syracuse University,203487.0
602,Bill Cartwright,1980,1995,C,7-1,245.0,"July 30, 1957",University of San Francisco,76362.0
603,Jay Carty,1969,1969,F,6-8,220.0,"July 4, 1941",Oregon State University,76363.0
605,Cornelius Cash,1977,1977,F,6-8,215.0,"March 3, 1952",Bowling Green State University,76364.0
606,Sam Cash,1973,1973,F,6-8,230.0,"November 13, 1950","University of California, Riverside",81553.0
607,Sam Cassell,1994,2008,G,6-3,185.0,"November 18, 1969",Florida State University,208.0
608,Harvey Catchings,1975,1985,C-F,6-9,218.0,"September 2, 1951",Hardin-Simmons University,76365.0
609,Terry Catledge,1986,1993,F,6-8,220.0,"August 22, 1963",University of South Alabama,767.0
610,Sid Catlett,1972,1972,F,6-6,230.0,"April 18, 1948",University of Notre Dame,76367.0
611,Kelvin Cato,1998,2007,C,6-11,255.0,"August 26, 1974",Iowa State University,1509.0
612,Bobby Cattage,1982,1986,F,6-9,250.0,"August 17, 1958",Auburn University,76368.0
613,Willie Cauley-Stein,2016,2018,F-C,7-0,240.0,"August 18, 1993",University of Kentucky,1626161.0
614,Duane Causwell,1991,2001,C,7-0,240.0,"May 31, 1968",Temple University,190.0
617,Cedric Ceballos,1991,2001,F,6-6,190.0,"August 2, 1969","California State University, Fullerton",76.0
618,John Celestand,2000,2000,G,6-4,178.0,"March 6, 1977",Villanova University,1911.0
619,Lionel Chalmers,2005,2005,G,6-0,180.0,"November 10, 1980",Xavier University,2763.0
620,Mario Chalmers,2009,2018,G,6-2,190.0,"May 19, 1986",University of Kansas,201596.0
621,Bill Chamberlain,1973,1974,F,6-6,188.0,"December 16, 1949",University of North Carolina,76374.0
622,Wilt Chamberlain,1960,1973,C,7-1,275.0,"August 21, 1936",University of Kansas,76375.0
623,Jerry Chambers,1967,1974,F,6-5,185.0,"July 18, 1943",University of Utah,76376.0
624,Tom Chambers,1982,1998,F-C,6-10,220.0,"June 21, 1959",University of Utah,1472.0
626,Wilson Chandler,2008,2018,F,6-8,225.0,"May 10, 1987",DePaul University,201163.0
627,Don Chaney,1969,1980,G,6-5,210.0,"March 22, 1946",University of Houston,76379.0
629,Rex Chapman,1989,2000,G,6-4,185.0,"October 5, 1967",University of Kentucky,364.0
630,Wayne Chapman,1969,1972,G-F,6-6,190.0,"June 15, 1945",Western Kentucky University,80682.0
631,Len Chappell,1963,1972,F-C,6-8,240.0,"January 31, 1941",Wake Forest University,76382.0
632,Ken Charles,1974,1978,G,6-3,180.0,"July 10, 1951",Fordham University,76383.0
633,Lorenzo Charles,1986,1986,F,6-7,225.0,"November 25, 1963",North Carolina State University,76384.0
634,Calbert Cheaney,1994,2006,G-F,6-7,209.0,"July 17, 1971",Indiana University,384.0
635,Maurice Cheeks,1979,1993,G,6-1,180.0,"September 8, 1956",West Texas A&M University,76385.0
638,Derrick Chievous,1989,1991,F,6-7,195.0,"July 3, 1967",University of Missouri,76387.0
639,Pete Chilcutt,1992,2000,F-C,6-10,230.0,"September 14, 1968",University of North Carolina,432.0
640,Josh Childress,2005,2014,G-F,6-8,210.0,"June 20, 1983",Stanford University,2735.0
641,Randolph Childress,1996,1997,G,6-2,188.0,"September 21, 1972",Wake Forest University,719.0
644,Jim Chones,1973,1982,C-F,6-11,220.0,"November 30, 1949",Marquette University,76392.0
645,Marquese Chriss,2017,2018,F,6-10,233.0,"July 2, 1997",University of Washington,1627737.0
647,Cal Christensen,1951,1955,F-C,6-5,210.0,"June 6, 1927",University of Toledo,76394.0
648,Bob Christian,1970,1974,C,6-10,255.0,"May 11, 1946",Grambling State University,76395.0
649,Doug Christie,1993,2007,G-F,6-6,200.0,"May 9, 1970",Pepperdine University,57.0
651,Rakeem Christmas,2016,2017,F,6-9,250.0,"December 1, 1991",Syracuse University,1626176.0
652,Semaj Christon,2017,2017,G,6-3,190.0,"November 1, 1992",Xavier University,203902.0
654,Stephen Chubin,1968,1970,G,6-2,200.0,"February 8, 1944",University of Rhode Island,80563.0
656,Archie Clark,1967,1976,G,6-2,175.0,"July 15, 1941",University of Minnesota,76397.0
657,Carlos Clark,1984,1985,G,6-4,210.0,"August 10, 1960",University of Mississippi,76398.0
658,Earl Clark,2010,2015,F,6-10,225.0,"January 17, 1988",University of Louisville,201947.0
660,Keon Clark,1999,2004,F-C,6-11,220.0,"April 16, 1975","University of Nevada, Las Vegas",1721.0
663,Jordan Clarkson,2015,2018,G,6-5,194.0,"June 7, 1992",University of Missouri,203903.0
666,Charles Claxton,1996,1996,C,7-0,265.0,"December 13, 1970",University of Georgia,1127.0
667,Speedy Claxton,2002,2009,G,5-11,166.0,"May 8, 1978",Hofstra University,2049.0
668,Jim Cleamons,1972,1980,G,6-3,185.0,"September 13, 1949",Ohio State University,76402.0
669,Mateen Cleaves,2001,2006,G,6-2,205.0,"September 7, 1977",Michigan State University,2043.0
675,Paul Cloyd,1950,1950,G-F,6-2,180.0,"June 13, 1920",University of Wisconsin,76407.0
677,Ben Clyde,1975,1975,F,6-7,198.0,"June 10, 1951",Florida State University,76409.0
679,Fred Cofield,1986,1987,G,6-3,190.0,"January 4, 1962",Eastern Michigan University,76411.0
