RECORD_ID,FULL_NAME,YEAR_START,YEAR_END,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,COLLEGE,PLAYER_ID
418,Ron Brewer,1979,1986,G,6-4,180,"September 16, 1955",University of Arkansas,76249
419,Ronnie Brewer,2007,2014,G-F,6-7,220,"March 20, 1985",University of Arkansas,200758
421,Frank Brickowski,1985,1997,F-C,6-9,240,"August 14, 1959",Pennsylvania State University,783
422,Junior Bridgeman,1976,1987,F-G,6-5,210,"September 17, 1953",University of Louisville,76252
423,Bill Bridges,1963,1975,F-C,6-6,228,"April 4, 1939",University of Kansas,76253
427,Allan Bristow,1974,1983,F-G,6-7,210,"August 23, 1951",Virginia Polytechnic Institute and State University,76257
429,Wayman Britt,1978,1978,G,6-2,185,"August 31, 1952",University of Michigan,76259
430,Mike Brittain,1986,1987,C,7-0,235,"June 21, 1963",University of South Carolina,76260
432,Jon Brockman,2010,2012,F,6-7,255,"March 20, 1987",University of Washington,201972
434,Malcolm Brogdon,2017,2018,G,6-5,215,"December 11, 1992",University of Virginia,1627763
435,Gary Brokaw,1975,1978,G,6-4,178,"January 11, 1954",University of Notre Dame,76263
437,Aaron Brooks,2008,2018,G,6-0,161,"January 14, 1985",University of Oregon,201166
438,Dillon Brooks,2018,2018,G-F,6-6,220,"January 22, 1996",University of Oregon,1628415
439,Kevin Brooks,1992,1994,F,6-6,200,"October 12, 1969",University of Louisiana at Lafayette,76265
440,MarShon Brooks,2012,2014,G-F,6-5,200,"January 26, 1989",Providence College,202705
441,Michael Brooks,1981,1988,F,6-7,220,"August 17, 1958",La Salle University,76266
444,Anthony Brown,2016,2017,F-G,6-7,210,"October 10, 1992",Stanford University,1626148
445,Bob Brown,1949,1950,F,6-4,205,"November 12, 1923",Miami University,79575
447,Chucky Brown,1990,2002,F,6-7,214,"February 29, 1968",North Carolina State University,359
448,Damone Brown,2002,2005,F,6-9,200,"June 28, 1979",Syracuse University,2245
449,Darrell Brown,1949,1949,F,6-2,175,"March 14, 1923",Humboldt State University,76270
450,Dee Brown,1991,2002,G,6-1,160,"November 29, 1968",Jacksonville University,244
451,Dee Brown,2007,2009,G,6-0,185,"August 17, 1984",University of Illinois at Urbana-Champaign,200793
452,Derrick Brown,2010,2012,F,6-7,225,"September 8, 1987",Xavier University,201974
454,Ernest Brown,2002,2002,C,7-0,244,"May 17, 1979",Indian Hills Community College,2081
455,Fred Brown,1972,1984,G,6-3,182,"August 7, 1948",University of Iowa,76272
456,George Brown,1958,1958,F,6-6,190,"October 30, 1935",Wayne State University,76273
460,Jaylen Brown,2017,2018,F-G,6-7,225,"October 24, 1996",University of California,1627759
461,John Brown,1974,1980,F,6-7,220,"December 14, 1951",University of Missouri,76276
462,Kedrick Brown,2002,2005,G,6-7,222,"March 18, 1981",Okaloosa-Walton Community College,2208
463,Larry Brown,1968,1972,G,5-9,160,"September 14, 1940",University of North Carolina,80392
465,Lewis Brown,1981,1981,C,6-11,225,"February 19, 1955","University of Nevada, Las Vegas",76279
466,Lorenzo Brown,2014,2018,G,6-5,189,"August 26, 1990",North Carolina State University,203485
467,Marcus Brown,1997,2000,G,6-3,185,"April 3, 1974",Murray State University,992
468,Markel Brown,2015,2016,G,6-3,190,"January 29, 1992",Oklahoma State University,203900
469,Mike Brown,1987,1997,C-F,6-9,257,"July 19, 1963",George Washington University,1479
470,Myron Brown,1992,1992,G,6-3,180,"November 3, 1969",Slippery Rock University of Pennsylvania,76277
471,P.J. Brown,1994,2008,F-C,6-11,225,"October 14, 1969",Louisiana Tech University,136
472,Randy Brown,1992,2003,G,6-2,190,"May 22, 1968",New Mexico State University,753
474,Rickey Brown,1981,1985,C-F,6-10,215,"August 20, 1958",Mississippi State University,76283
475,Roger Brown,1968,1975,F-G,6-5,205,"May 22, 1942",University of Dayton,76286
477,Shannon Brown,2007,2015,G,6-4,205,"November 29, 1985",Michigan State University,200769
478,Sterling Brown,2018,2018,G,6-5,225,"February 10, 1995",Southern Methodist University,1628425
480,Tony Brown,1985,1992,F-G,6-6,185,"July 29, 1960",University of Arkansas,76268
481,Stanley Brundy,1990,1990,F,6-6,210,"November 13, 1967",DePaul University,76288
482,Brian Brunkhorst,1969,1969,F,6-6,208,"June 12, 1945",Marquette University,80763
486,Joe Bryant,1976,1983,F-C,6-9,185,"October 19, 1954",La Salle University,76290
487,Mark Bryant,1989,2003,F-C,6-9,245,"April 25, 1965",Seton Hall University,95
488,Thomas Bryant,2018,2018,C,6-10,248,"July 31, 1997",Indiana University,1628418
489,Wallace Bryant,1984,1986,C,7-0,245,"July 14, 1959",University of San Francisco,76291
491,George Bucci,1976,1976,G,6-3,200,"July 9, 1953",Manhattan College,81929
492,Joe Buckhalter,1962,1963,F,6-7,210,"August 1, 1937",Tennessee State University,76293
494,Cleveland Buckner,1962,1963,F-C,6-9,210,"August 17, 1938",Jackson State University,76295
495,Greg Buckner,2000,2009,G,6-4,210,"September 16, 1976",Clemson University,1761
496,Quinn Buckner,1977,1986,G,6-3,190,"August 20, 1954",Indiana University,76296
497,Dave Budd,1961,1965,F,6-6,205,"October 28, 1938",Wake Forest University,76297
498,Chase Budinger,2010,2016,F,6-7,209,"May 22, 1988",University of Arizona,201978
500,Jud Buechler,1991,2002,F-G,6-6,220,"June 19, 1968",University of Arizona,146
501,Rodney Buford,2000,2005,G-F,6-5,189,"November 2, 1977",Creighton University,1934
503,Reggie Bullock,2014,2018,G-F,6-7,205,"March 16, 1991",University of North Carolina,203493
504,Larry Bunce,1968,1969,C,7-0,240,"July 29, 1945",Utah State University,80738
505,Greg Bunch,1979,1979,F,6-6,190,"May 15, 1956","California State University, Fullerton",76300
506,Dick Bunt,1953,1953,G,6-0,170,"July 13, 1930",New York University,76301
507,Bill Buntin,1966,1966,C-F,6-7,250,"May 5, 1942",University of Michigan,76302
508,Bill Bunting,1970,1972,F-C,6-8,200,"August 26, 1947",University of North Carolina,80911
511,Trey Burke,2014,2017,G,6-1,191,"November 12, 1992",University of Michigan,203504
512,Roger Burkman,1982,1982,G,6-5,175,"May 22, 1958",University of Louisville,76304
513,Alec Burks,2012,2018,G,6-6,214,"July 20, 1991",University of Colorado,202692
514,Antonio Burks,2005,2006,G,6-1,200,"February 25, 1980",University of Memphis,2766
516,Tom Burleson,1975,1981,C,7-2,225,"February 24, 1952",North Carolina State University,76305
517,Jack Burmaster,1950,1950,G,6-3,190,"December 23, 1926",University of Illinois at Urbana-Champaign,76306
518,David Burns,1982,1982,G,6-2,180,"July 3, 1958",Saint Louis University,76307
519,Evers Burns,1994,1994,F,6-8,260,"August 24, 1971",University of Maryland,76308
520,Jim Burns,1968,1968,G,6-3,195,"September 21, 1945",Northwestern University,76309
521,Scott Burrell,1994,2001,G-F,6-7,218,"January 12, 1971",University of Connecticut,197
522,Art Burris,1951,1952,F,6-5,220,"April 7, 1924",University of Tennessee,76311
523,Junior Burrough,1996,1996,F,6-8,242,"January 18, 1973",University of Virginia,675
524,Bob Burrow,1957,1958,C-F,6-7,228,"June 29, 1934",University of Kentucky,76313
526,Willie Burton,1991,1999,F-G,6-8,210,"May 26, 1968",University of Minnesota,416
527,Steve Burtt,1985,1993,G,6-2,185,"November 5, 1962",Iona College,76316
528,Don Buse,1973,1985,G,6-4,190,"August 10, 1950",University of Evansville,76317
529,David Bustion,1973,1973,F,6-8,215,"August 30, 1949",University of Denver,81458
530,Donnie Butcher,1962,1966,G,6-2,200,"February 8, 1936",Pikeville College,76318
531,Al Butler,1962,1965,G,6-2,175,"July 9, 1938",Niagara University,76319
532,Caron Butler,2003,2016,F,6-7,228,"March 13, 1980",University of Connecticut,2406
533,Greg Butler,1989,1991,C,6-11,240,"March 11, 1966",Stanford University,76320
534,Jimmy Butler,2012,2018,F-G,6-8,236,"September 14, 1989",Marquette University,202710
535,Mike Butler,1969,1972,G,6-2,170,"October 22, 1946",University of Memphis,80863
537,Rasual Butler,2003,2016,F-G,6-7,215,"May 23, 1979",La Salle University,2446
539,Derrick Byars,2012,2012,F,6-7,220,"April 25, 1984",Vanderbilt University,201182
541,Marty Byrnes,1979,1983,F,6-7,215,"April 30, 1956",Syracuse University,76321
544,Barney Cable,1959,1964,F,6-7,175,"July 29, 1935",Bradley University,76324
545,Jason Caffey,1996,2003,F,6-8,255,"June 12, 1973",University of Alabama,679
546,Michael Cage,1985,2000,F-C,6-9,224,"January 28, 1962",San Diego State University,262
547,Gerry Calabrese,1951,1952,G,6-1,175,"February 4, 1925",St. John's University,76326
548,Nick Calathes,2014,2015,G,6-6,213,"February 7, 1989",University of Florida,201979
550,Jim Caldwell,1968,1969,C,6-10,240,"January 28, 1943",Georgia Institute of Technology,76328
551,Joe Caldwell,1965,1975,F-G,6-5,195,"November 1, 1941",Arizona State University,76329
552,Kentavious Caldwell-Pope,2014,2018,G,6-5,205,"February 18, 1993",University of Georgia,203484
554,Corky Calhoun,1973,1980,F,6-7,210,"November 1, 1950",University of Pennsylvania,76330
559,Mack Calvin,1970,1981,G,6-0,165,"July 27, 1947",University of Southern California,76336
561,Marcus Camby,1997,2013,C-F,6-11,220,"March 22, 1974",University of Massachusetts Amherst,948
562,Elden Campbell,1991,2005,C,6-11,215,"July 23, 1968",Clemson University,922
563,Tony Campbell,1985,1995,F-G,6-7,215,"May 7, 1962",Ohio State University,76338
564,Isaiah Canaan,2014,2018,G,6-0,201,"May 21, 1991",Murray State University,203477
565,Larry Cannon,1970,1974,G,6-4,195,"April 12, 1947",La Salle University,76339
566,Derrick Caracter,2011,2011,F,6-9,275,"May 4, 1988",University of Texas at El Paso,202382
567,Frank Card,1969,1973,F,6-7,195,"December 28, 1944",South Carolina State University,80681
568,Brian Cardinal,2001,2012,F,6-8,245,"May 2, 1977",Purdue University,2073
569,Howie Carl,1962,1962,G,5-9,160,"June 7, 1938",DePaul University,76340
572,Rick Carlisle,1985,1990,G,6-5,210,"October 27, 1959",University of Virginia,76342
573,Don Carlos,1969,1969,G-F,6-5,210,"March 3, 1944",Otterbein College,80655
576,Bob Carney,1955,1955,G,6-3,170,"August 3, 1932",Bradley University,76345
577,Rodney Carney,2007,2011,F,6-7,205,"April 15, 1984",University of Memphis,200760
579,Antoine Carr,1985,2000,F-C,6-9,225,"July 23, 1961",Wichita State University,156
580,Austin Carr,1972,1981,G,6-4,200,"March 10, 1948",University of Notre Dame,76348
581,Chris Carr,1996,2001,G,6-5,207,"March 12, 1974",Southern Illinois University,713
582,Cory Carr,1999,1999,G,6-3,210,"December 5, 1975",Texas Tech University,1757
583,Kenny Carr,1978,1987,F,6-7,220,"August 15, 1955",North Carolina State University,76350
584,M.L. Carr,1976,1985,F-G,6-6,205,"January 9, 1951",Guilford College,76351
585,Darel Carrier,1968,1973,G,6-3,185,"October 26, 1940",Western Kentucky University,80449
586,Bob Carrington,1978,1980,G-F,6-6,195,"July 3, 1953",Boston College,76352
587,DeMarre Carroll,2010,2018,F,6-8,215,"July 27, 1986",University of Missouri,201960
588,Joe Barry Carroll,1981,1991,C-F,7-0,225,"July 24, 1958",Purdue University,76353
592,Butch Carter,1981,1986,G,6-5,180,"June 11, 1958",Indiana University,76355
593,Fred Carter,1970,1977,G-F,6-3,185,"February 14, 1945",Mount St. Mary's University,76356
594,George Carter,1968,1976,F-G,6-4,210,"January 10, 1944",St. Bonaventure University,76357
595,Howard Carter,1984,1985,G,6-5,215,"October 26, 1961",Louisiana State University,76358
596,Jake Carter,1950,1950,F-C,6-4,195,"July 25, 1924",East Texas State University,76359
598,Reggie Carter,1981,1982,G,6-3,175,"October 10, 1957",St. John's University,76360
599,Ron Carter,1979,1980,G,6-5,190,"August 31, 1956",Virginia Military Institute,76361
600,Vince Carter,1999,2018,G-F,6-6,220,"January 26, 1977",University of North Carolina,1713
601,Michael Carter-Williams,2014,2018,G,6-6,190,"October 10, 1991",Syracuse University,203487
602,Bill Cartwright,1980,1995,C,7-1,245,"July 30, 1957",University of San Francisco,76362
603,Jay Carty,1969,1969,F,6-8,220,"July 4, 1941",Oregon State University,76363
605,Cornelius Cash,1977,1977,F,6-8,215,"March 3, 1952",Bowling Green State University,76364
606,Sam Cash,1973,1973,F,6-8,230,"November 13, 1950","University of California, Riverside",81553
607,Sam Cassell,1994,2008,G,6-3,185,"November 18, 1969",Florida State University,208
608,Harvey Catchings,1975,1985,C-F,6-9,218,"September 2, 1951",Hardin-Simmons University,76365
609,Terry Catledge,1986,1993,F,6-8,220,"August 22, 1963",University of South Alabama,767
610,Sid Catlett,1972,1972,F,6-6,230,"April 18, 1948",University of Notre Dame,76367
611,Kelvin Cato,1998,2007,C,6-11,255,"August 26, 1974",Iowa State University,1509
612,Bobby Cattage,1982,1986,F,6-9,250,"August 17, 1958",Auburn University,76368
613,Willie Cauley-Stein,2016,2018,F-C,7-0,240,"August 18, 1993",University of Kentucky,1626161
614,Duane Causwell,1991,2001,C,7-0,240,"May 31, 1968",Temple University,190
617,Cedric Ceballos,1991,2001,F,6-6,190,"August 2, 1969","California State University, Fullerton",76
618,John Celestand,2000,2000,G,6-4,178,"March 6, 1977",Villanova University,1911
619,Lionel Chalmers,2005,2005,G,6-0,180,"November 10, 1980",Xavier University,2763
620,Mario Chalmers,2009,2018,G,6-2,190,"May 19, 1986",University of Kansas,201596
621,Bill Chamberlain,1973,1974,F,6-6,188,"December 16, 1949",University of North Carolina,76374
622,Wilt Chamberlain,1960,1973,C,7-1,275,"August 21, 1936",University of Kansas,76375
623,Jerry Chambers,1967,1974,F,6-5,185,"July 18, 1943",University of Utah,76376
624,Tom Chambers,1982,1998,F-C,6-10,220,"June 21, 1959",University of Utah,1472
626,Wilson Chandler,2008,2018,F,6-8,225,"May 10, 1987",DePaul University,201163
627,Don Chaney,1969,1980,G,6-5,210,"March 22, 1946",University of Houston,76379
629,Rex Chapman,1989,2000,G,6-4,185,"October 5, 1967",University of Kentucky,364
630,Wayne Chapman,1969,1972,G-F,6-6,190,"June 15, 1945",Western Kentucky University,80682
631,Len Chappell,1963,1972,F-C,6-8,240,"January 31, 1941",Wake Forest University,76382
632,Ken Charles,1974,1978,G,6-3,180,"July 10, 1951",Fordham University,76383
633,Lorenzo Charles,1986,1986,F,6-7,225,"November 25, 1963",North Carolina State University,76384
634,Calbert Cheaney,1994,2006,G-F,6-7,209,"July 17, 1971",Indiana University,384
635,Maurice Cheeks,1979,1993,G,6-1,180,"September 8, 1956",West Texas A&M University,76385
638,Derrick Chievous,1989,1991,F,6-7,195,"July 3, 1967",University of Missouri,76387
639,Pete Chilcutt,1992,2000,F-C,6-10,230,"September 14, 1968",University of North Carolina,432
640,Josh Childress,2005,2014,G-F,6-8,210,"June 20, 1983",Stanford University,2735
641,Randolph Childress,1996,1997,G,6-2,188,"September 21, 1972",Wake Forest University,719
644,Jim Chones,1973,1982,C-F,6-11,220,"November 30, 1949",Marquette University,76392
645,Marquese Chriss,2017,2018,F,6-10,233,"July 2, 1997",University of Washington,1627737
647,Cal Christensen,1951,1955,F-C,6-5,210,"June 6, 1927",University of Toledo,76394
648,Bob Christian,1970,1974,C,6-10,255,"May 11, 1946",Grambling State University,76395
649,Doug Christie,1993,2007,G-F,6-6,200,"May 9, 1970",Pepperdine University,57
651,Rakeem Christmas,2016,2017,F,6-9,250,"December 1, 1991",Syracuse University,1626176
652,Semaj Christon,2017,2017,G,6-3,190,"November 1, 1992",Xavier University,203902
654,Stephen Chubin,1968,1970,G,6-2,200,"February 8, 1944",University of Rhode Island,80563
656,Archie Clark,1967,1976,G,6-2,175,"July 15, 1941",University of Minnesota,76397
657,Carlos Clark,1984,1985,G,6-4,210,"August 10, 1960",University of Mississippi,76398
658,Earl Clark,2010,2015,F,6-10,225,"January 17, 1988",University of Louisville,201947
660,Keon Clark,1999,2004,F-C,6-11,220,"April 16, 1975","University of Nevada, Las Vegas",1721
663,Jordan Clarkson,2015,2018,G,6-5,194,"June 7, 1992",University of Missouri,203903
666,Charles Claxton,1996,1996,C,7-0,265,"December 13, 1970",University of Georgia,1127
667,Speedy Claxton,2002,2009,G,5-11,166,"May 8, 1978",Hofstra University,2049
668,Jim Cleamons,1972,1980,G,6-3,185,"September 13, 1949",Ohio State University,76402
669,Mateen Cleaves,2001,2006,G,6-2,205,"September 7, 1977",Michigan State University,2043
675,Paul Cloyd,1950,1950,G-F,6-2,180,"June 13, 1920",University of Wisconsin,76407
677,Ben Clyde,1975,1975,F,6-7,198,"June 10, 1951",Florida State University,76409
679,Fred Cofield,1986,1987,G,6-3,190,"January 4, 1962",Eastern Michigan University,76411
681,Norris Cole,2012,2017,G,6-2,175,"October 13, 1988",Cleveland State University,202708
682,Ben Coleman,1987,1994,F,6-9,235,"November 14, 1961",University of Maryland,76412
683,Derrick Coleman,1991,2005,F,6-10,230,"June 21, 1967",Syracuse University,934
684,E.C. Coleman,1974,1979,F,6-8,225,"September 25, 1950",Houston Baptist University,76413
685,Jack Coleman,1950,1958,F-C,6-7,195,"May 23, 1924",University of Louisville,76414
686,Norris Coleman,1988,1988,F,6-8,210,"September 27, 1961",Kansas State University,76415
687,Bimbo Coles,1991,2004,G,6-1,180,"April 22, 1968",Virginia Polytechnic Institute and State University,902
688,Jason Collier,2001,2005,C,7-0,260,"September 8, 1977",Georgia Institute of Technology,2044
689,Art Collins,1981,1981,G,6-4,185,"April 14, 1954",St. Thomas University,76416
690,Don Collins,1981,1987,F-G,6-6,190,"November 28, 1958",Washington State University,76418
691,Doug Collins,1974,1981,G-F,6-6,180,"July 28, 1951",Illinois State University,76421
692,James Collins,1998,1998,G,6-4,196,"November 5, 1973",Florida State University,1530
693,Jarron Collins,2002,2011,F-C,6-11,255,"December 2, 1978",Stanford University,2260
694,Jason Collins,2002,2014,C,7-0,255,"December 2, 1978",Stanford University,2215
695,Jimmy Collins,1971,1972,G,6-2,175,"November 24, 1946",New Mexico State University,76419
696,John Collins,2018,2018,F,6-10,235,"September 23, 1997",Wake Forest University,1628381
697,Mardy Collins,2007,2010,G,6-6,220,"August 4, 1984",Temple University,200776
699,Zach Collins,2018,2018,C-F,7-0,232,"November 19, 1997",Gonzaga University,1628380
701,Darren Collison,2010,2018,G,6-0,175,"August 23, 1987","University of California, Los Angeles",201954
702,Nick Collison,2005,2018,F,6-10,255,"October 26, 1980",University of Kansas,2555
705,Steve Colter,1985,1995,G,6-3,165,"July 24, 1962",New Mexico State University,306
706,Glen Combs,1969,1975,G,6-2,185,"October 30, 1946",Virginia Polytechnic Institute and State University,80865
707,Leroy Combs,1984,1984,F,6-8,210,"January 1, 1961",Oklahoma State University,76425
708,John Comeaux,1968,1968,F,6-5,193,"September 15, 1943",Grambling State University,80620
