first_name,full_name,id,last_name
Ron,Ron Moore,77637,Moore
Tracy,Tracy Moore,929,Moore
Eric,Eric Moreland,203961,Moreland
Jackie,Jackie Moreland,77639,Moreland
Guy,Guy Morgan,77640,Morgan
Rex,Rex Morgan,77641,Morgan
Elmo,Elmo Morgenthaler,77642,Morgenthaler
Darren,Darren Morningstar,77644,Morningstar
Chris,Chris Morris,356,Morris
Darius,Darius Morris,202721,Morris
Isaiah,Isaiah Morris,77647,Morris
Jaylen,Jaylen Morris,1628537,Morris
Marcus,Marcus Morris,202694,Morris
Markieff,Markieff Morris,202693,Morris
Max,Max Morris,77646,Morris
Monte,Monte Morris,1628420,Morris
Randolph,Randolph Morris,201043,Morris
Terence,Terence Morris,2242,Morris
Adam,Adam Morrison,200747,Morrison
Dwight,Dwight Morrison,77648,Morrison
Mike,Mike Morrison,77649,Morrison
Anthony,Anthony Morrow,201627,Morrow
Dwayne,Dwayne Morton,132,Morton
John,John Morton,1972,Morton
Richard,Richard Morton,77652,Morton
Glenn,Glenn Mosley,77653,Mosley
Perry,Perry Moss,77654,Moss
Lawrence,Lawrence Moten,734,Moten
Donatas,Donatas Motiejunas,202700,Motiejunas
Johnathan,Johnathan Motley,1628405,Motley
Hanno,Hanno Mottola,2069,Mottola
Arnett,Arnett Moultrie,203102,Moultrie
Alonzo,Alonzo Mourning,297,Mourning
Timofey,Timofey Mozgov,202389,Mozgov
Chuck,Chuck Mrazovich,77657,Mrazovich
Emmanuel,Emmanuel Mudiay,1626144,Mudiay
Erwin,Erwin Mueller,77658,Mueller
Shabazz,Shabazz Muhammad,203498,Muhammad
Joe,Joe Mullaney,77659,Mullaney
Bob,Bob Mullens,77660,Mullens
Byron,Byron Mullens,201957,Mullens
Chris,Chris Mullin,904,Mullin
Jeff,Jeff Mullins,77662,Mullins
Todd,Todd Mundt,942,Mundt
Xavier,Xavier Munford,204098,Munford
Chris,Chris Munk,77664,Munk
George,George Munroe,77665,Munroe
Eric,Eric Murdock,785,Murdock
Gheorghe,Gheorghe Muresan,49,Muresan
Allen,Allen Murphy,77668,Murphy
Calvin,Calvin Murphy,77669,Murphy
Dick,Dick Murphy,77672,Murphy
Erik,Erik Murphy,203513,Murphy
Jay,Jay Murphy,77670,Murphy
John,John Murphy,77671,Murphy
Kevin,Kevin Murphy,203122,Murphy
Ronnie,Ronnie Murphy,77673,Murphy
Tod,Tod Murphy,77674,Murphy
Troy,Troy Murphy,2211,Murphy
Dejounte,Dejounte Murray,1627749,Murray
Flip,Flip Murray,2436,Murray
Jamal,Jamal Murray,1627750,Murray
Ken,Ken Murray,77675,Murray
Lamond,Lamond Murray,441,Murray
Tracy,Tracy Murray,145,Murray
Dorie,Dorie Murrey,77676,Murrey
Toure',Toure' Murry,203315,Murry
Dzanan,Dzanan Musa,1629058,Musa
Mike,Mike Muscala,203488,Muscala
Angelo,Angelo Musi,77677,Musi
Jerrod,Jerrod Mustaf,1054,Mustaf
Dikembe,Dikembe Mutombo,87,Mutombo
Martin,Martin Muursepp,982,Muursepp
Pete,Pete Myers,939,Myers
Svi,Svi Mykhailiuk,1629004,Mykhailiuk
Makhtar,Makhtar N'diaye,1626122,N'diaye
Mamadou,Mamadou N'diaye,2055,N'diaye
Bob,Bob Naber,77681,Naber
Boris,Boris Nachamkin,77682,Nachamkin
Bostjan,Bostjan Nachbar,2411,Nachbar
Abdel,Abdel Nader,1627846,Nader
Jerry,Jerry Nagel,77683,Nagel
Fred,Fred Nagy,77684,Nagy
Lee,Lee Nailon,1924,Nailon
Eduardo,Eduardo Najera,2059,Najera
Larry,Larry Nance,77685,Nance
Larry,Larry Nance Jr.,1626204,Nance Jr.
Shabazz,Shabazz Napier,203894,Napier
Paul,Paul Napolitano,77686,Napolitano
Bob,Bob Nash,77688,Nash
Charles,Charles Nash,77687,Nash
Steve,Steve Nash,959,Nash
Swen,Swen Nater,77689,Nater
Howard,Howard Nathan,77690,Nathan
Calvin,Calvin Natt,77691,Natt
Kenny,Kenny Natt,77692,Natt
Willie,Willie Naulls,77693,Naulls
Juan Carlos,Juan Carlos Navarro,2434,Navarro
Hamady,Hamady Ndiaye,202380,Ndiaye
Boniface,Boniface Ndong,101238,Ndong
Maurice,Maurice Ndour,1626254,Ndour
Craig,Craig Neal,77694,Neal
Gary,Gary Neal,202390,Neal
Jim,Jim Neal,77695,Neal
Lloyd,Lloyd Neal,77696,Neal
Ed,Ed Nealy,77697,Nealy
Nemanja,Nemanja Nedovic,203517,Nedovic
Al,Al Negratti,77698,Negratti
Barry,Barry Nelson,77699,Nelson
DeMarcus,DeMarcus Nelson,201634,Nelson
Don,Don Nelson,77700,Nelson
Jameer,Jameer Nelson,2749,Nelson
Louie,Louie Nelson,77701,Nelson
Ruben,Ruben Nembhard,1129,Nembhard
Tyrone,Tyrone Nesby,1838,Nesby
Martin,Martin Nessley,77704,Nessley
Rasho,Rasho Nesterovic,1725,Nesterovic
Raul,Raul Neto,203526,Neto
Johnny,Johnny Neumann,77705,Neumann
Paul,Paul Neumann,77706,Neumann
Chuck,Chuck Nevitt,77707,Nevitt
Melvin,Melvin Newbern,1116,Newbern
Ivano,Ivano Newbill,1096,Newbill
Ira,Ira Newble,1956,Newble
Mike,Mike Newlin,77710,Newlin
Johnny,Johnny Newman,271,Newman
Malik,Malik Newman,1629005,Newman
Dave,Dave Newmark,77712,Newmark
Georges,Georges Niang,1627777,Niang
Demetris,Demetris Nichols,201193,Nichols
Jack,Jack Nichols,77713,Nichols
Andrew,Andrew Nicholson,203094,Nicholson
Gaylon,Gaylon Nickerson,1093,Nickerson
Carl,Carl Nicks,77715,Nicks
Rich,Rich Niemann,77716,Niemann
John,John Niemiera,77717,Niemiera
Mike,Mike Niles,77718,Niles
Kurt,Kurt Nimphius,77719,Nimphius
Dyron,Dyron Nix,77720,Nix
Norm,Norm Nixon,77721,Nixon
Joakim,Joakim Noah,201149,Noah
Chuck,Chuck Noble,77722,Noble
Andres,Andres Nocioni,2804,Nocioni
David,David Noel,200786,Noel
Nerlens,Nerlens Noel,203457,Noel
Paul,Paul Noel,77723,Noel
Lucas,Lucas Nogueira,203512,Nogueira
Jim,Jim Nolan,77724,Nolan
Paul,Paul Nolen,77725,Nolen
Jeff,Jeff Nordgaard,999,Nordgaard
Robert,Robert Nordmann,77727,Nordmann
Johnny,Johnny Norlander,77728,Norlander
Connie,Connie Norman,77729,Norman
Ken,Ken Norman,80,Norman
Audie,Audie Norris,77731,Norris
Moochie,Moochie Norris,983,Norris
Sylvester,Sylvester Norris,77732,Norris
Willie,Willie Norwood,77733,Norwood
George,George Nostrand,77734,Nostrand
Stan,Stan Noszka,77735,Noszka
Mike,Mike Novak,77736,Novak
Steve,Steve Novak,200779,Novak
Mel,Mel Nowell,77737,Nowell
Dirk,Dirk Nowitzki,1717,Nowitzki
Frank,Frank Ntilikina,1628373,Ntilikina
James,James Nunnally,203263,Nunnally
Jusuf,Jusuf Nurkic,203994,Nurkic
Dennis,Dennis Nutt,77738,Nutt
David,David Nwaba,1628021,Nwaba
Julius,Julius Nwosu,1022,Nwosu
Charles,Charles O'Bannon,1525,O'Bannon
Ed,Ed O'Bannon,709,O'Bannon
John,John O'Boyle,77742,O'Boyle
Bob,Bob O'Brien,77744,O'Brien
Buckshot,Buckshot O'Brien,77743,O'Brien
JJ,JJ O'Brien,1626266,O'Brien
Patrick,Patrick O'Bryant,200753,O'Bryant
Johnny,Johnny O'Bryant III,203948,O'Bryant III
Dermie,Dermie O'Connell,77745,O'Connell
Andy,Andy O'Donnell,77746,O'Donnell
Francis,Francis O'Grady,77750,O'Grady
Dick,Dick O'Keefe,77752,O'Keefe
Tommy,Tommy O'Keefe,77753,O'Keefe
Mike,Mike O'Koren,77754,O'Koren
Grady,Grady O'Malley,77766,O'Malley
Jermaine,Jermaine O'Neal,979,O'Neal
Shaquille,Shaquille O'Neal,406,O'Neal
Royce,Royce O'Neale,1626220,O'Neale
Mike,Mike O'Neill,77767,O'Neill
Kyle,Kyle O'Quinn,203124,O'Quinn
Kevin,Kevin O'Shea,77773,O'Shea
Garland,Garland O'Shields,77774,O'Shields
Dan,Dan O'Sullivan,77776,O'Sullivan
Charles,Charles Oakley,891,Oakley
Fabricio,Fabricio Oberto,101177,Oberto
Daniel,Daniel Ochefu,1627849,Ochefu
Greg,Greg Oden,201141,Oden
Lamar,Lamar Odom,1885,Odom
Carlos,Carlos Ogden,77747,Ogden
Ralph,Ralph Ogden,77748,Ogden
Alan,Alan Ogg,1628,Ogg
Don,Don Ohl,77751,Ohl
Tim,Tim Ohlbrecht,203317,Ohlbrecht
Semi,Semi Ojeleye,1628400,Ojeleye
Emeka,Emeka Okafor,2731,Okafor
Jahlil,Jahlil Okafor,1626143,Okafor
Elie,Elie Okobo,1629059,Okobo
Josh,Josh Okogie,1629006,Okogie
Mehmet,Mehmet Okur,2246,Okur
Victor,Victor Oladipo,203506,Oladipo
Hakeem,Hakeem Olajuwon,165,Olajuwon
Mark,Mark Olberding,77756,Olberding
Jawann,Jawann Oldham,77757,Oldham
Johnny,Johnny Oldham,77758,Oldham
Frank,Frank Oleynick,77759,Oleynick
John,John Olive,77760,Olive
Brian,Brian Oliver,1680,Oliver
Dean,Dean Oliver,2352,Oliver
Jimmy,Jimmy Oliver,1429,Oliver
Kevin,Kevin Ollie,1563,Ollie
Gene,Gene Ollrich,77764,Ollrich
Michael,Michael Olowokandi,1709,Olowokandi
Enoch,Enoch Olsen,77765,Olsen
Kelly,Kelly Olynyk,203482,Olynyk
Arinze,Arinze Onuaku,202620,Onuaku
Chinanu,Chinanu Onuaku,1627778,Onuaku
Barry,Barry Orms,77768,Orms
Johnny,Johnny Orr,77769,Orr
Louis,Louis Orr,77770,Orr
Jose,Jose Ortiz,77771,Ortiz
Daniel,Daniel Orton,202350,Orton
Chuck,Chuck Osborne,77772,Osborne
Cedi,Cedi Osman,1626224,Osman
Wally,Wally Osterkorn,77775,Osterkorn
Greg,Greg Ostertag,731,Ostertag
Matt,Matt Othick,77777,Othick
Don,Don Otten,77778,Otten
Mac,Mac Otten,77779,Otten
Kelly,Kelly Oubre Jr.,1626162,Oubre Jr.
Bo,Bo Outlaw,448,Outlaw
Travis,Travis Outlaw,2566,Outlaw
Claude,Claude Overton,77780,Overton
Doug,Doug Overton,77,Overton
Andre,Andre Owens,101261,Owens
Billy,Billy Owens,182,Owens
Chris,Chris Owens,2442,Owens
Eddie,Eddie Owens,77782,Owens
James,James Owens,77783,Owens
Jim,Jim Owens,77784,Owens
Keith,Keith Owens,77785,Owens
Larry,Larry Owens,202082,Owens
Tom,Tom Owens,77786,Owens
Ray,Ray Owes,1077,Owes
Olumide,Olumide Oyedeji,2071,Oyedeji
Joe,Joe Pace,77788,Pace
Zaza,Zaza Pachulia,2585,Pachulia
Robert,Robert Pack,123,Pack
Gerald,Gerald Paddio,77789,Paddio
Scott,Scott Padgett,1909,Padgett
Marcus,Marcus Paige,1627779,Paige
Fred,Fred Paine,77790,Paine
Milt,Milt Palacio,1960,Palacio
Togo,Togo Palazzi,77791,Palazzi
Jim,Jim Palmer,77792,Palmer
John,John Palmer,77793,Palmer
Walter,Walter Palmer,77794,Palmer
Andy,Andy Panko,1950,Panko
Georgios,Georgios Papagiannis,1627834,Papagiannis
Kostas,Kostas Papanikolaou,203123,Papanikolaou
Jannero,Jannero Pargo,2457,Pargo
Jeremy,Jeremy Pargo,202951,Pargo
Estes,Estes Parham,77797,Parham
Robert,Robert Parish,305,Parish
Medford,Medford Park,77799,Park
Anthony,Anthony Parker,1515,Parker
Jabari,Jabari Parker,203953,Parker
Smush,Smush Parker,2470,Parker
Sonny,Sonny Parker,77800,Parker
Tony,Tony Parker,2225,Parker
Jack,Jack Parkinson,77801,Parkinson
Cherokee,Cherokee Parks,685,Parks
Jack,Jack Parr,77802,Parr
Doyle,Doyle Parrack,77803,Parrack
Charlie,Charlie Parsley,77804,Parsley
Chandler,Chandler Parsons,202718,Parsons
Zarko,Zarko Paspalj,1097,Paspalj
Marty,Marty Passaglia,77806,Passaglia
George A.,George A. Pastushok,77807,Pastushok
Myles,Myles Patrick,77808,Patrick
Stan,Stan Patrick,77809,Patrick
Andrae,Andrae Patterson,1754,Patterson
George,George Patterson,77811,Patterson
Lamar,Lamar Patterson,203934,Patterson
Patrick,Patrick Patterson,202335,Patterson
Ruben,Ruben Patterson,1739,Patterson
Steve,Steve Patterson,77812,Patterson
Tommy,Tommy Patterson,77813,Patterson
Worthy,Worthy Patterson,77814,Patterson
Justin,Justin Patton,1628383,Patton
Brandon,Brandon Paul,203464,Paul
Chris,Chris Paul,101108,Paul
Charlie,Charlie Paulk,77815,Paulk
Jerry,Jerry Paulson,77816,Paulson
Billy,Billy Paultz,77817,Paultz
Sasha,Sasha Pavlovic,2562,Pavlovic
Jim,Jim Paxson,77818,Paxson
Jim,Jim Paxson,77819,Paxson
John,John Paxson,77820,Paxson
Johnny,Johnny Payak,77821,Payak
Adreian,Adreian Payne,203940,Payne
Cameron,Cameron Payne,1626166,Payne
Kenny,Kenny Payne,77822,Payne
Tom,Tom Payne,77823,Payne
Elfrid,Elfrid Payton,203901,Payton
Gary,Gary Payton,56,Payton
Mel,Mel Payton,77824,Payton
Gary,Gary Payton II,1627780,Payton II
George,George Pearcy,77825,Pearcy
Henry,Henry Pearcy,77826,Pearcy
Oleksiy,Oleksiy Pecherov,200762,Pecherov
Wiley,Wiley Peck,77827,Peck
Anthony,Anthony Peeler,324,Peeler
Nikola,Nikola Pekovic,201593,Pekovic
Jake,Jake Pelkington,77828,Pelkington
Norvel,Norvel Pelle,203658,Pelle
Sam,Sam Pellom,77829,Pellom
Mike,Mike Penberthy,2130,Penberthy
Desmond,Desmond Penigar,2667,Penigar
Kirk,Kirk Penney,2632,Penney
Mike,Mike Peplowski,46,Peplowski
Will,Will Perdue,781,Perdue
Kendrick,Kendrick Perkins,2570,Perkins
Sam,Sam Perkins,64,Perkins
Warren,Warren Perkins,77834,Perkins
Kosta,Kosta Perovic,200785,Perovic
London,London Perrantes,1628506,Perrantes
Curtis,Curtis Perry,77835,Perry
Elliot,Elliot Perry,386,Perry
Tim,Tim Perry,897,Perry
Chuck,Chuck Person,456,Person
Wesley,Wesley Person,445,Person
Alec,Alec Peters,1628409,Peters
Jim,Jim Petersen,77839,Petersen
Loy,Loy Petersen,77840,Petersen
Bob,Bob Peterson,77843,Peterson
Ed,Ed Peterson,77841,Peterson
Mel,Mel Peterson,77842,Peterson
Morris,Morris Peterson,2050,Peterson
Geoff,Geoff Petrie,77844,Petrie
Johan,Johan Petro,101130,Petro
Drazen,Drazen Petrovic,77845,Petrovic
Richard,Richard Petruska,77846,Petruska
Bob,Bob Pettit,77847,Pettit
Roger,Roger Phegley,77848,Phegley
Jack,Jack Phelan,77850,Phelan
Jim,Jim Phelan,77849,Phelan
Derrick,Derrick Phelps,74,Phelps
Mike,Mike Phelps,77852,Phelps
Andy,Andy Phillip,77853,Phillip
Eddie,Eddie Phillips,77854,Phillips
Gary,Gary Phillips,77855,Phillips
Bobby,Bobby Phills,184,Phills
Eric,Eric Piatkowski,15,Piatkowski
Paul,Paul Pierce,1718,Pierce
Ricky,Ricky Pierce,894,Pierce
Stan,Stan Pietkiewicz,77858,Pietkiewicz
Mickael,Mickael Pietrus,2554,Pietrus
John,John Pilch,77859,Pilch
Ed,Ed Pinckney,291,Pinckney
Kevinn,Kevinn Pinkney,200838,Pinkney
John,John Pinone,77861,Pinone
Dave,Dave Piontek,77862,Piontek
Tom,Tom Piotrowski,77863,Piotrowski
Scottie,Scottie Pippen,937,Pippen
Charlie,Charlie Pittman,77864,Pittman
Dexter,Dexter Pittman,202354,Pittman
Zoran,Zoran Planinic,2565,Planinic
Tibor,Tibor Pleiss,202353,Pleiss
Marshall,Marshall Plumlee,1627850,Plumlee
Mason,Mason Plumlee,203486,Plumlee
Miles,Miles Plumlee,203101,Plumlee
Gary,Gary Plummer,77865,Plummer
Pavel,Pavel Podkolzin,2750,Podkolzin
Jakob,Jakob Poeltl,1627751,Poeltl
Dwayne,Dwayne Polee,77866,Polee
Jim,Jim Pollard,77867,Pollard
Scot,Scot Pollard,1513,Pollard
Ralph,Ralph Polson,77868,Polson
Olden,Olden Polynice,178,Polynice
Cliff,Cliff Pondexter,77869,Pondexter
Quincy,Quincy Pondexter,202347,Pondexter
David,David Pope,77870,Pope
Mark,Mark Pope,998,Pope
Dave,Dave Popson,77872,Popson
Ben,Ben Poquette,77873,Poquette
Chris,Chris Porter,2084,Porter
Howard,Howard Porter,77875,Porter
Kevin,Kevin Porter,77876,Porter
Terry,Terry Porter,345,Porter
Michael,Michael Porter Jr.,1629008,Porter Jr.
Otto,Otto Porter Jr.,203490,Porter Jr.
Bobby,Bobby Portis,1626171,Portis
Bob,Bob Portman,77878,Portman
Kristaps,Kristaps Porzingis,204001,Porzingis
James,James Posey,1899,Posey
Lavor,Lavor Postell,2068,Postell
Vitaly,Vitaly Potapenko,958,Potapenko
Leon,Leon Powe,200796,Powe
Dwight,Dwight Powell,203939,Powell
Josh,Josh Powell,2694,Powell
Kasib,Kasib Powell,2867,Powell
Norman,Norman Powell,1626181,Powell
Roger,Roger Powell,101232,Powell
Alex,Alex Poythress,1627816,Poythress
Paul,Paul Pressey,77879,Pressey
Phil,Phil Pressey,203515,Pressey
Dominic,Dominic Pressley,77880,Pressley
Harold,Harold Pressley,77881,Pressley
Billy,Billy Preston,1629009,Preston
AJ,AJ Price,201985,Price
Brent,Brent Price,85,Price
Jim,Jim Price,77883,Price
Mark,Mark Price,899,Price
Mike,Mike Price,77884,Price
Ronnie,Ronnie Price,101179,Price
Tony,Tony Price,77882,Price
Bob,Bob Priddy,77886,Priddy
Pablo,Pablo Prigioni,203143,Prigioni
Taurean,Taurean Prince,1627752,Prince
Tayshaun,Tayshaun Prince,2419,Prince
John,John Pritchard,77887,Pritchard
Kevin,Kevin Pritchard,340,Pritchard
Laron,Laron Profit,1919,Profit
Gabe,Gabe Pruitt,201172,Pruitt
Joel,Joel Przybilla,2038,Przybilla
Les,Les Pugh,77888,Pugh
Roy,Roy Pugh,77889,Pugh
Anthony,Anthony Pullard,77890,Pullard
Jacob,Jacob Pullen,1626643,Pullen
Rodney,Rodney Purvis,1628681,Purvis
Don,Don Putman,77891,Putman
,Zhou Qi,1627753,Zhou Qi
Tim,Tim Quarterman,1627817,Quarterman
Bob,Bob Quick,77892,Quick
Chris,Chris Quinn,200809,Quinn
Brian,Brian Quinnett,77893,Quinnett
Ivan,Ivan Rabb,1628397,Rabb
Luke,Luke Rackley,77894,Rackley
Howie,Howie Rader,77895,Rader
Mark,Mark Radford,77896,Radford
Wayne,Wayne Radford,77897,Radford
Dino,Dino Radja,129,Radja
Vladimir,Vladimir Radmanovic,2209,Radmanovic
Aleksandar,Aleksandar Radojevic,1893,Radojevic
Frank,Frank Radovich,77899,Radovich
Moe,Moe Radovich,77900,Radovich
Miroslav,Miroslav Raduljica,203545,Raduljica
Ray,Ray Radziszewski,77901,Radziszewski
Ray,Ray Ragelis,77902,Ragelis
Sherwin,Sherwin Raiken,77903,Raiken
Ed,Ed Rains,77904,Rains
Igor,Igor Rakocevic,2080,Rakocevic
Kurt,Kurt Rambis,77905,Rambis
Peter John,Peter John Ramos,2762,Ramos
Cal,Cal Ramsey,77906,Ramsey
Frank,Frank Ramsey,77907,Ramsey
Ray,Ray Ramsey,77908,Ramsey
Mark,Mark Randall,1821,Randall
Chasson,Chasson Randle,1626184,Randle
Julius,Julius Randle,203944,Randle
Anthony,Anthony Randolph,201576,Randolph
Shavlik,Shavlik Randolph,101183,Randolph
Zach,Zach Randolph,2216,Randolph
Wally,Wally Rank,77910,Rank
Kelvin,Kelvin Ransey,77911,Ransey
Sam,Sam Ranzino,77912,Ranzino
Blair,Blair Rasmussen,78656,Rasmussen
Xavier,Xavier Rathan-Mayes,1628504,Rathan-Mayes
George,George Ratkovicz,77913,Ratkovicz
Ed,Ed Ratleff,77914,Ratleff
Mike,Mike Ratliff,77915,Ratliff
Theo,Theo Ratliff,689,Ratliff
Andy,Andy Rautins,202360,Rautins
Leo,Leo Rautins,77916,Rautins
Allan,Allan Ray,200810,Ray
Clifford,Clifford Ray,77917,Ray
Don,Don Ray,77918,Ray
Jamesearl,Jamesearl Ray,77920,Ray
Jim,Jim Ray,77919,Ray
Craig,Craig Raymond,77921,Raymond
Connie,Connie Rea,77922,Rea
Joe,Joe Reaves,77923,Reaves
Zeljko,Zeljko Rebraca,1442,Rebraca
Eldridge,Eldridge Recasner,695,Recasner
Michael,Michael Redd,2072,Redd
Frank,Frank Reddout,77925,Reddout
JJ,JJ Redick,200755,Redick
Marlon,Marlon Redmond,77926,Redmond
Davon,Davon Reed,1628432,Reed
Hub,Hub Reed,77927,Reed
Justin,Justin Reed,2770,Reed
Ron,Ron Reed,77928,Reed
Willie,Willie Reed,203186,Reed
Willis,Willis Reed,77929,Reed
Bryant,Bryant Reeves,735,Reeves
Khalid,Khalid Reeves,234,Reeves
Richie,Richie Regan,77932,Regan
Don,Don Rehfeldt,77933,Rehfeldt
Billy,Billy Reid,77937,Reid
Don,Don Reid,690,Reid
J.R.,J.R. Reid,462,Reid
Jim,Jim Reid,77935,Reid
Robert,Robert Reid,77936,Reid
Ryan,Ryan Reid,202385,Reid
Jared,Jared Reiner,2876,Reiner
Joseph,Joseph Reiser,77938,Reiser
Richard,Richard Rellford,77939,Rellford
Terrence,Terrence Rencher,720,Rencher
John,John Rennicke,77941,Rennicke
Rob,Rob Rensberger,77942,Rensberger
Efthimios,Efthimios Rentzias,981,Rentzias
Shawn,Shawn Respert,704,Respert
Kevin,Kevin Restani,77944,Restani
George,George Reynolds,77945,Reynolds
Jerry,Jerry Reynolds,77946,Reynolds
Gene,Gene Rhodes,77947,Rhodes
Rodrick,Rodrick Rhodes,1518,Rhodes
Glen,Glen Rice,779,Rice
Glen,Glen Rice,203318,Rice
Chris,Chris Richard,201181,Richard
Clint,Clint Richardson,77950,Richardson
Jason,Jason Richardson,2202,Richardson
Jeremy,Jeremy Richardson,200978,Richardson
Josh,Josh Richardson,1626196,Richardson
Malachi,Malachi Richardson,1627781,Richardson
Micheal Ray,Micheal Ray Richardson,77952,Richardson
Norman,Norman Richardson,2369,Richardson
Pooh,Pooh Richardson,71,Richardson
Quentin,Quentin Richardson,2047,Richardson
Mitch,Mitch Richmond,782,Richmond
John,John Richter,77954,Richter
Dick,Dick Ricketts,77955,Ricketts
Isaiah,Isaiah Rider,375,Rider
Jackie,Jackie Ridgle,77957,Ridgle
Luke,Luke Ridnour,2557,Ridnour
Mel,Mel Riebe,77958,Riebe
Jim,Jim Riffey,77959,Riffey
Antoine,Antoine Rigaudeau,2541,Rigaudeau
Tom,Tom Riker,77960,Riker
Bob,Bob Riley,77963,Riley
Eric,Eric Riley,35,Riley
Pat,Pat Riley,77962,Riley
Ron,Ron Riley,77964,Riley
Rich,Rich Rinaldi,77965,Rinaldi
Mike,Mike Riordan,77966,Riordan
Arnie,Arnie Risen,77967,Risen
Goebel,Goebel Ritter,77968,Ritter
Ramon,Ramon Rivas,77969,Rivas
Austin,Austin Rivers,203085,Rivers
David,David Rivers,77970,Rivers
Doc,Doc Rivers,470,Rivers
Lee,Lee Robbins,77972,Robbins
Andre,Andre Roberson,203460,Roberson
Anthony,Anthony Roberson,101194,Roberson
Rick,Rick Roberson,77973,Roberson
Terrance,Terrance Roberson,2121,Roberson
Anthony,Anthony Roberts,77975,Roberts
Bill,Bill Roberts,77979,Roberts
Brian,Brian Roberts,203148,Roberts
Fred,Fred Roberts,122,Roberts
Joe,Joe Roberts,77977,Roberts
Lawrence,Lawrence Roberts,101160,Roberts
Marv,Marv Roberts,77978,Roberts
Stanley,Stanley Roberts,914,Roberts
Alvin,Alvin Robertson,926,Robertson
Oscar,Oscar Robertson,600015,Robertson
Ryan,Ryan Robertson,1926,Robertson
Tony,Tony Robertson,77983,Robertson
Rick,Rick Robey,77984,Robey
Bernard,Bernard Robinson,2774,Robinson
Chris,Chris Robinson,997,Robinson
Cliff T.,Cliff T. Robinson,77986,Robinson
Clifford,Clifford Robinson,361,Robinson
David,David Robinson,764,Robinson
Devin,Devin Robinson,1628421,Robinson
Duncan,Duncan Robinson,1629130,Robinson
Eddie,Eddie Robinson,1944,Robinson
Flynn,Flynn Robinson,77988,Robinson
Glenn,Glenn Robinson,299,Robinson
Jackie,Jackie Robinson,77989,Robinson
Jamal,Jamal Robinson,1554,Robinson
James,James Robinson,381,Robinson
Jerome,Jerome Robinson,1629010,Robinson
Larry,Larry Robinson,1683,Robinson
Mitchell,Mitchell Robinson,1629011,Robinson
Nate,Nate Robinson,101126,Robinson
Oliver,Oliver Robinson,77994,Robinson
Rumeal,Rumeal Robinson,716,Robinson
Thomas,Thomas Robinson,203080,Robinson
Truck,Truck Robinson,77993,Robinson
Wayne,Wayne Robinson,77996,Robinson
Glenn,Glenn Robinson III,203922,Robinson III
Bill,Bill Robinzine,77997,Robinzine
Dave,Dave Robisch,77998,Robisch
Red,Red Rocha,77999,Rocha
John,John Roche,78000,Roche
Gene,Gene Rock,78001,Rock
Jack,Jack Rocker,78002,Rocker
Guy,Guy Rodgers,78003,Rodgers
Dennis,Dennis Rodman,23,Rodman
Sergio,Sergio Rodriguez,200771,Rodriguez
Lou,Lou Roe,691,Roe
Carlos,Carlos Rogers,435,Rogers
Johnny,Johnny Rogers,78007,Rogers
Marshall,Marshall Rogers,78008,Rogers
Rodney,Rodney Rogers,915,Rogers
Roy,Roy Rogers,964,Rogers
Al,Al Roges,78010,Roges
Ken,Ken Rohloff,78011,Rohloff
Magnum,Magnum Rolle,202375,Rolle
Kenny,Kenny Rollins,78012,Rollins
Phil,Phil Rollins,78013,Rollins
Tree,Tree Rollins,78014,Rollins
Lorenzo,Lorenzo Romar,78015,Romar
Rajon,Rajon Rondo,200765,Rondo
Sean,Sean Rooks,399,Rooks
Derrick,Derrick Rose,201565,Rose
Jalen,Jalen Rose,147,Rose
Malik,Malik Rose,990,Rose
Robert,Robert Rose,78016,Rose
Alexander,Alexander Rosenberg,78017,Rosenberg
Lennie,Lennie Rosenbluth,78018,Rosenbluth
Hank,Hank Rosenstein,78019,Rosenstein
Dick,Dick Rosenthal,78020,Rosenthal
Quinton,Quinton Ross,2624,Ross
Terrence,Terrence Ross,203082,Ross
Doug,Doug Roth,78021,Roth
Scott,Scott Roth,78022,Roth
Irv,Irv Rothenberg,78023,Rothenberg
Mickey,Mickey Rottner,78024,Rottner
Dan,Dan Roundfield,78025,Roundfield
Giff,Giff Roux,78026,Roux
Ron,Ron Rowan,78027,Rowan
Curtis,Curtis Rowe,78028,Rowe
Jim,Jim Rowinski,78029,Rowinski
Derrick,Derrick Rowland,78030,Rowland
Brian,Brian Rowsom,78031,Rowsom
Brandon,Brandon Roy,200750,Roy
Donald,Donald Royal,140,Royal
Bob,Bob Royer,78033,Royer
Clifford,Clifford Rozier,32,Rozier
Terry,Terry Rozier,1626179,Rozier
Ricky,Ricky Rubio,201937,Rubio
Guy,Guy Rucker,2462,Rucker
Delaney,Delaney Rudd,78035,Rudd
John,John Rudd,78036,Rudd
Damjan,Damjan Rudez,204014,Rudez
John,John Rudometkin,78037,Rudometkin
Michael,Michael Ruffin,1913,Ruffin
Trevor,Trevor Ruffin,460,Ruffin
Paul,Paul Ruffner,78039,Ruffner
Joe,Joe Ruklick,78040,Ruklick
Jeff,Jeff Ruland,78041,Ruland
Bob,Bob Rule,78042,Rule
Jerry,Jerry Rullo,78043,Rullo
Stefano,Stefano Rusconi,474,Rusconi
Brandon,Brandon Rush,201575,Rush
Kareem,Kareem Rush,2416,Rush
Bill,Bill Russell,78049,Russell
Bryon,Bryon Russell,935,Russell
