,first_name,full_name,id,last_name
2412,Dan,Dan Majerle,105,Majerle
2413,Renaldo,Renaldo Major,200970,Major
2414,Thon,Thon Maker,1627748,Maker
2415,Lionel,Lionel Malamed,77447,Malamed
2416,Jeff,Jeff Malone,117,Malone
2417,Karl,Karl Malone,252,Malone
2418,Moses,Moses Malone,77449,Malone
2419,Matt,Matt Maloney,1074,Maloney
2420,Steve,Steve Malovic,77450,Malovic
2421,Ted,Ted Manakas,77451,Manakas
2422,John,John Mandic,77452,Mandic
2423,Frank,Frank Mangiapane,77453,Mangiapane
2424,Marcus,Marcus Mann,986,Mann
2425,Danny,Danny Manning,330,Manning
2426,Ed,Ed Manning,77454,Manning
2427,Richard,Richard Manning,316,Manning
2428,Pace,Pace Mannion,77456,Mannion
2429,Nick,Nick Mantis,77457,Mantis
2430,Pete,Pete Maravich,77459,Maravich
2431,Peter,Peter Maravich,77458,Maravich
2432,Devyn,Devyn Marble,203906,Marble
2433,Roy,Roy Marble,77460,Marble
2434,Stephon,Stephon Marbury,950,Marbury
2435,Sarunas,Sarunas Marciulionis,36,Marciulionis
2436,Saul,Saul Mariaschin,77462,Mariaschin
2437,Jack,Jack Marin,77463,Marin
2438,Shawn,Shawn Marion,1890,Marion
2439,Boban,Boban Marjanovic,1626246,Marjanovic
2440,Lauri,Lauri Markkanen,1628374,Markkanen
2441,Damir,Damir Markota,200806,Markota
2442,Sean,Sean Marks,1752,Marks
2443,Harvey,Harvey Marlatt,77464,Marlatt
2444,Eric,Eric Marsh,77465,Marsh
2445,Jim,Jim Marsh,77466,Marsh
2446,Donny,Donny Marshall,681,Marshall
2447,Donyell,Donyell Marshall,923,Marshall
2448,Kendall,Kendall Marshall,203088,Marshall
2449,Rawle,Rawle Marshall,101185,Marshall
2450,Tom,Tom Marshall,77467,Marshall
2451,Vester,Vester Marshall,77468,Marshall
2452,Bill,Bill Martin,77481,Martin
2453,Bob,Bob Martin,77478,Martin
2454,Brian,Brian Martin,77469,Martin
2455,Cartier,Cartier Martin,201858,Martin
2456,Cuonzo,Cuonzo Martin,733,Martin
2457,Darrick,Darrick Martin,239,Martin
2458,Don,Don Martin,77473,Martin
2459,Donald,Donald Martin,77471,Martin
2460,Fernando,Fernando Martin,77472,Martin
2461,Jarell,Jarell Martin,1626185,Martin
2462,Jeff,Jeff Martin,77474,Martin
2463,Kenyon,Kenyon Martin,2030,Martin
2464,Kevin,Kevin Martin,2755,Martin
2465,Larue,Larue Martin,77475,Martin
2466,Mo,Mo Martin,77476,Martin
2467,Phil,Phil Martin,77477,Martin
2468,Ronald,Ronald Martin,77479,Martin
2469,Slater,Slater Martin,77480,Martin
2470,Jamal,Jamal Mashburn,469,Mashburn
2471,Al,Al Masino,77482,Masino
2472,Anthony,Anthony Mason,193,Mason
2473,Desmond,Desmond Mason,2046,Mason
2474,Frank,Frank Mason,1628412,Mason
2475,Roger,Roger Mason Jr.,2427,Mason Jr.
2476,Tony,Tony Massenburg,763,Massenburg
2477,Eddie,Eddie Mast,77483,Mast
2478,Mangok,Mangok Mathiang,1628493,Mathiang
2479,Wes,Wes Matthews,77484,Matthews
2480,Wesley,Wesley Matthews,202083,Matthews
2481,Ariel,Ariel Maughan,77485,Maughan
2482,Marlon,Marlon Maxey,77486,Maxey
2483,Jason,Jason Maxiell,101131,Maxiell
2484,Cedric,Cedric Maxwell,77487,Maxwell
2485,Vernon,Vernon Maxwell,137,Maxwell
2486,Don,Don May,77489,May
2487,Scott,Scott May,77490,May
2488,Sean,Sean May,101118,May
2489,Lee,Lee Mayberry,195,Mayberry
2490,Clyde,Clyde Mayes,77492,Mayes
2491,Tharon,Tharon Mayes,77493,Mayes
2492,Bill,Bill Mayfield,77495,Mayfield
2493,Ken,Ken Mayfield,77494,Mayfield
2494,Eric,Eric Maynor,201953,Maynor
2495,O.J.,O.J. Mayo,201564,Mayo
2496,Travis,Travis Mays,77496,Mays
2497,Matt,Matt Mazza,77497,Mazza
2498,Luc,Luc Mbah a Moute,201601,Mbah a Moute
2499,DJ,DJ Mbenga,2788,Mbenga
2500,Bob,Bob McAdoo,77498,McAdoo
2501,James Michael,James Michael McAdoo,203949,McAdoo
2502,Ken,Ken McBride,77499,McBride
2503,Ray,Ray McCallum,203492,McCallum
2504,Bob,Bob McCann,737,McCann
2505,Brendan,Brendan McCann,77500,McCann
2506,Mel,Mel McCants,77502,McCants
2507,Rashad,Rashad McCants,101119,McCants
2508,Mike,Mike McCarron,77503,McCarron
2509,Andre,Andre McCarter,77504,McCarter
2510,Willie,Willie McCarter,77505,McCarter
2511,Johnny,Johnny McCarthy,77506,McCarthy
2512,Howie,Howie McCarty,77507,McCarty
2513,Kelly,Kelly McCarty,1820,McCarty
2514,Walter,Walter McCarty,962,McCarty
2515,Amal,Amal McCaskill,1043,McCaskill
2516,Patrick,Patrick McCaw,1627775,McCaw
2517,Dwayne,Dwayne McClain,77509,McClain
2518,"Ted, Hound Dog","Ted, Hound Dog McClain",77510,McClain
2519,Dan,Dan McClintock,2082,McClintock
2520,Jack,Jack McCloskey,77512,McCloskey
2521,George,George McCloud,45,McCloud
2522,CJ,CJ McCollum,203468,McCollum
2523,John,John McConathy,77513,McConathy
2524,Paul,Paul McConnell,77514,McConnell
2525,T.J.,T.J. McConnell,204456,McConnell
2526,Keith,Keith McCord,77515,McCord
2527,Tim,Tim McCormick,77516,McCormick
2528,Jelani,Jelani McCoy,1741,McCoy
2529,Paul,Paul McCracken,77517,McCracken
2530,Chris,Chris McCray,200840,McCray
2531,Rodney,Rodney McCray,1622,McCray
2532,Scooter,Scooter McCray,77518,McCray
2533,Erik,Erik McCree,1628571,McCree
2534,Chris,Chris McCullough,1626191,McCullough
2535,John,John McCullough,77520,McCullough
2536,Clint,Clint McDaniel,723,McDaniel
2537,Xavier,Xavier McDaniel,1365,McDaniel
2538,Jim,Jim McDaniels,77523,McDaniels
2539,KJ,KJ McDaniels,203909,McDaniels
2540,Doug,Doug McDermott,203926,McDermott
2541,Ben,Ben McDonald,77524,McDonald
2542,Glenn,Glenn McDonald,77525,McDonald
2543,Michael,Michael McDonald,1075,McDonald
2544,Hank,Hank McDowell,77527,McDowell
2545,Antonio,Antonio McDyess,686,McDyess
2546,Jim,Jim McElroy,77528,McElroy
2547,Ivan,Ivan McFarlin,200829,McFarlin
2548,Mel,Mel McGaha,77529,McGaha
2549,Mitch,Mitch McGary,203956,McGary
2550,JaVale,JaVale McGee,201580,McGee
2551,Mike,Mike McGee,77530,McGee
2552,Bill,Bill McGill,77531,McGill
2553,George,George McGinnis,77532,McGinnis
2554,Jon,Jon McGlocklin,77533,McGlocklin
2555,Tracy,Tracy McGrady,1503,McGrady
2556,Gil,Gil McGregor,77534,McGregor
2557,Rodney,Rodney McGruder,203585,McGruder
2558,Al,Al McGuire,77536,McGuire
2559,Allie,Allie McGuire,77535,McGuire
2560,Dick,Dick McGuire,77537,McGuire
2561,Dominic,Dominic McGuire,201187,McGuire
2562,Kevin,Kevin McHale,1450,McHale
2563,Jim,Jim McIlvaine,29,McIlvaine
2564,Jeff,Jeff McInnis,976,McInnis
2565,Kenny,Kenny McIntosh,77540,McIntosh
2566,Kevin,Kevin McKenna,77541,McKenna
2567,Forrest,Forrest McKenzie,77542,McKenzie
2568,Stan,Stan McKenzie,77543,McKenzie
2569,Derrick,Derrick McKey,365,McKey
2570,Aaron,Aaron McKie,243,McKie
2571,Billy,Billy McKinney,77547,McKinney
2572,Carlton,Carlton McKinney,77545,McKinney
2573,Horace,Horace McKinney,77546,McKinney
2574,Trey,Trey McKinney-Jones,203590,McKinney-Jones
2575,Alfonzo,Alfonzo McKinnie,1628035,McKinnie
2576,Jordan,Jordan McLaughlin,1629162,McLaughlin
2577,Ben,Ben McLemore,203463,McLemore
2578,Mccoy,Mccoy McLemore,77548,McLemore
2579,George,George McLeod,77549,McLeod
2580,Keith,Keith McLeod,2693,McLeod
2581,Roshown,Roshown McLeod,1728,McLeod
2582,Jack,Jack McMahon,77551,McMahon
2583,Nate,Nate McMillan,203,McMillan
2584,Tom,Tom McMillen,77553,McMillen
2585,Jim,Jim McMillian,77554,McMillian
2586,Shellie,Shellie McMillon,77555,McMillon
2587,Mal,Mal McMullan,77556,McMullan
2588,Chet,Chet McNabb,77557,McNabb
2589,Mark,Mark McNamara,77558,McNamara
2590,Joe,Joe McNamee,77559,McNamee
2591,Jerel,Jerel McNeal,202077,McNeal
2592,Chris,Chris McNealy,77560,McNealy
2593,Bob,Bob McNeill,77562,McNeill
2594,Larry,Larry McNeill,77561,McNeill
2595,Carl,Carl McNulty,77563,McNulty
2596,Paul,Paul McPherson,2101,McPherson
2597,Cozell,Cozell McQueen,77565,McQueen
2598,Jordan,Jordan McRae,203895,McRae
2599,Thales,Thales McReynolds,77566,McReynolds
2600,Josh,Josh McRoberts,201177,McRoberts
2601,Eric,Eric McWilliams,77567,McWilliams
2602,George,George Mearns,77568,Mearns
2603,Slava,Slava Medvedenko,2098,Medvedenko
2604,Darnell,Darnell Mee,1577,Mee
2605,Jodie,Jodie Meeks,201975,Meeks
2606,Cliff,Cliff Meely,77570,Meely
2607,Scott,Scott Meents,77571,Meents
2608,Dick,Dick Mehen,77572,Mehen
2609,Don,Don Meineke,77573,Meineke
2610,Carl,Carl Meinhold,77574,Meinhold
2611,Salah,Salah Mejri,1626257,Mejri
2612,Gal,Gal Mekel,203539,Mekel
2613,Bill,Bill Melchionni,77576,Melchionni
2614,Gary,Gary Melchionni,77575,Melchionni
2615,Fab,Fab Melo,203097,Melo
2616,De'Anthony,De'Anthony Melton,1629001,Melton
2617,Ed,Ed Melvin,77577,Melvin
2618,Dean,Dean Meminger,77578,Meminger
2619,Chuck,Chuck Mencel,77579,Mencel
2620,John,John Mengelt,77580,Mengelt
2621,Ken,Ken Menke,77581,Menke
2622,Pops,Pops Mensah-Bonsu,200822,Mensah-Bonsu
2623,Ron,Ron Mercer,1500,Mercer
2624,Joe,Joe Meriweather,77582,Meriweather
2625,Porter,Porter Meriwether,77583,Meriwether
2626,Tom,Tom Meschery,77584,Meschery
2627,Chimezie,Chimezie Metu,1629002,Metu
2628,Loren,Loren Meyer,684,Meyer
2629,Dave,Dave Meyers,77586,Meyers
2630,Stan,Stan Miasek,77587,Miasek
2631,Larry,Larry Micheaux,77588,Micheaux
2632,Jordan,Jordan Mickey,1626175,Mickey
2633,Khris,Khris Middleton,203114,Middleton
2634,Zigmund,Zigmund Mihalik,77589,Mihalik
2635,Chris,Chris Mihm,2036,Mihm
2636,Ed,Ed Mikan,77590,Mikan
2637,George,George Mikan,600012,Mikan
2638,Larry,Larry Mikan,77591,Mikan
2639,Vern,Vern Mikkelsen,77593,Mikkelsen
2640,Al,Al Miksis,77594,Miksis
2641,Aaron,Aaron Miles,101223,Miles
2642,CJ,CJ Miles,101139,Miles
2643,Darius,Darius Miles,2032,Miles
2644,Eddie,Eddie Miles,77596,Miles
2645,Marko,Marko Milic,1527,Milic
2646,Darko,Darko Milicic,2545,Milicic
2647,Nat,Nat Militzok,77598,Militzok
2648,Andre,Andre Miller,1889,Miller
2649,Anthony,Anthony Miller,292,Miller
2650,Bill,Bill Miller,77605,Miller
2651,Bob,Bob Miller,77603,Miller
2652,Brad,Brad Miller,1802,Miller
2653,Darius,Darius Miller,203121,Miller
2654,Dick,Dick Miller,77602,Miller
2655,Eddie,Eddie Miller,77599,Miller
2656,Harry,Harry Miller,77600,Miller
2657,Jay,Jay Miller,77601,Miller
2658,Malcolm,Malcolm Miller,1626259,Miller
2659,Mike,Mike Miller,2034,Miller
2660,Oliver,Oliver Miller,932,Miller
2661,Quincy,Quincy Miller,203113,Miller
2662,Reggie,Reggie Miller,397,Miller
2663,Walt,Walt Miller,77604,Miller
2664,Chris,Chris Mills,168,Mills
2665,John,John Mills,77606,Mills
2666,Patty,Patty Mills,201988,Mills
2667,Terry,Terry Mills,371,Mills
2668,Elijah,Elijah Millsap,202407,Millsap
2669,Paul,Paul Millsap,200794,Millsap
2670,Shake,Shake Milton,1629003,Milton
2671,Harold,Harold Miner,114,Miner
2672,Dirk,Dirk Minniefield,77609,Minniefield
2673,Dave,Dave Minor,77610,Minor
2674,Greg,Greg Minor,65,Minor
2675,Mark,Mark Minor,77612,Minor
2676,Nikola,Nikola Mirotic,202703,Mirotic
2677,Wat,Wat Misaka,77613,Misaka
2678,Jason,Jason Miskiri,1954,Miskiri
2679,Donovan,Donovan Mitchell,1628378,Mitchell
2680,Mike,Mike Mitchell,77615,Mitchell
2681,Murray,Murray Mitchell,77616,Mitchell
2682,Sam,Sam Mitchell,417,Mitchell
2683,Todd,Todd Mitchell,77614,Mitchell
2684,Tony,Tony Mitchell,203183,Mitchell
2685,Tony,Tony Mitchell,203502,Mitchell
2686,Naz,Naz Mitrou-Long,1628513,Mitrou-Long
2687,Steve,Steve Mix,77618,Mix
2688,Bill,Bill Mlkvy,77619,Mlkvy
2689,Cuttino,Cuttino Mobley,1749,Mobley
2690,Eric,Eric Mobley,211,Mobley
2691,Larry,Larry Moffett,77621,Moffett
2692,Leo,Leo Mogus,77622,Mogus
2693,Nazr,Nazr Mohammed,1737,Mohammed
2694,Jerome,Jerome Moiso,2040,Moiso
2695,Paul,Paul Mokeski,77623,Mokeski
2696,Jack,Jack Molinas,77624,Molinas
2697,Wayne,Wayne Molis,77625,Molis
2698,Sidney,Sidney Moncrief,77626,Moncrief
2699,Eric,Eric Money,77627,Money
2700,Sergei,Sergei Monia,2752,Monia
2701,Malik,Malik Monk,1628370,Monk
2702,Earl,Earl Monroe,600006,Monroe
2703,Greg,Greg Monroe,202328,Monroe
2704,Rodney,Rodney Monroe,77628,Monroe
2705,Luis,Luis Montero,1626242,Montero
2706,Howie,Howie Montgomery,77630,Montgomery
2707,Eric,Eric Montross,376,Montross
2708,Jamario,Jamario Moon,200081,Moon
2709,Jim,Jim Mooney,77631,Mooney
2710,Andre,Andre Moore,77632,Moore
2711,Ben,Ben Moore,1628500,Moore
2712,E'Twaun,E'Twaun Moore,202734,Moore
2713,Jackie,Jackie Moore,77634,Moore
2714,Johnny,Johnny Moore,77633,Moore
2715,Lowes,Lowes Moore,77635,Moore
2716,Mikki,Mikki Moore,1630,Moore
2717,Otto,Otto Moore,77636,Moore
2718,Ron,Ron Moore,77637,Moore
2719,Tracy,Tracy Moore,929,Moore
2720,Eric,Eric Moreland,203961,Moreland
2721,Jackie,Jackie Moreland,77639,Moreland
2722,Guy,Guy Morgan,77640,Morgan
2723,Rex,Rex Morgan,77641,Morgan
2724,Elmo,Elmo Morgenthaler,77642,Morgenthaler
2725,Darren,Darren Morningstar,77644,Morningstar
2726,Chris,Chris Morris,356,Morris
2727,Darius,Darius Morris,202721,Morris
2728,Isaiah,Isaiah Morris,77647,Morris
2729,Jaylen,Jaylen Morris,1628537,Morris
2730,Marcus,Marcus Morris,202694,Morris
2731,Markieff,Markieff Morris,202693,Morris
2732,Max,Max Morris,77646,Morris
2733,Monte,Monte Morris,1628420,Morris
2734,Randolph,Randolph Morris,201043,Morris
2735,Terence,Terence Morris,2242,Morris
2736,Adam,Adam Morrison,200747,Morrison
2737,Dwight,Dwight Morrison,77648,Morrison
2738,Mike,Mike Morrison,77649,Morrison
2739,Anthony,Anthony Morrow,201627,Morrow
2740,Dwayne,Dwayne Morton,132,Morton
2741,John,John Morton,1972,Morton
2742,Richard,Richard Morton,77652,Morton
2743,Glenn,Glenn Mosley,77653,Mosley
2744,Perry,Perry Moss,77654,Moss
2745,Lawrence,Lawrence Moten,734,Moten
2746,Donatas,Donatas Motiejunas,202700,Motiejunas
2747,Johnathan,Johnathan Motley,1628405,Motley
2748,Hanno,Hanno Mottola,2069,Mottola
2749,Arnett,Arnett Moultrie,203102,Moultrie
2750,Alonzo,Alonzo Mourning,297,Mourning
2751,Timofey,Timofey Mozgov,202389,Mozgov
2752,Chuck,Chuck Mrazovich,77657,Mrazovich
2753,Emmanuel,Emmanuel Mudiay,1626144,Mudiay
2754,Erwin,Erwin Mueller,77658,Mueller
2755,Shabazz,Shabazz Muhammad,203498,Muhammad
2756,Joe,Joe Mullaney,77659,Mullaney
2757,Bob,Bob Mullens,77660,Mullens
2758,Byron,Byron Mullens,201957,Mullens
2759,Chris,Chris Mullin,904,Mullin
2760,Jeff,Jeff Mullins,77662,Mullins
2761,Todd,Todd Mundt,942,Mundt
2762,Xavier,Xavier Munford,204098,Munford
2763,Chris,Chris Munk,77664,Munk
2764,George,George Munroe,77665,Munroe
2765,Eric,Eric Murdock,785,Murdock
2766,Gheorghe,Gheorghe Muresan,49,Muresan
2767,Allen,Allen Murphy,77668,Murphy
2768,Calvin,Calvin Murphy,77669,Murphy
2769,Dick,Dick Murphy,77672,Murphy
2770,Erik,Erik Murphy,203513,Murphy
2771,Jay,Jay Murphy,77670,Murphy
2772,John,John Murphy,77671,Murphy
2773,Kevin,Kevin Murphy,203122,Murphy
2774,Ronnie,Ronnie Murphy,77673,Murphy
2775,Tod,Tod Murphy,77674,Murphy
2776,Troy,Troy Murphy,2211,Murphy
2777,Dejounte,Dejounte Murray,1627749,Murray
2778,Flip,Flip Murray,2436,Murray
2779,Jamal,Jamal Murray,1627750,Murray
2780,Ken,Ken Murray,77675,Murray
2781,Lamond,Lamond Murray,441,Murray
2782,Tracy,Tracy Murray,145,Murray
2783,Dorie,Dorie Murrey,77676,Murrey
2784,Toure',Toure' Murry,203315,Murry
2785,Dzanan,Dzanan Musa,1629058,Musa
2786,Mike,Mike Muscala,203488,Muscala
2787,Angelo,Angelo Musi,77677,Musi
2788,Jerrod,Jerrod Mustaf,1054,Mustaf
2789,Dikembe,Dikembe Mutombo,87,Mutombo
2790,Martin,Martin Muursepp,982,Muursepp
2791,Pete,Pete Myers,939,Myers
2792,Svi,Svi Mykhailiuk,1629004,Mykhailiuk
2793,Makhtar,Makhtar N'diaye,1626122,N'diaye
2794,Mamadou,Mamadou N'diaye,2055,N'diaye
2795,Bob,Bob Naber,77681,Naber
2796,Boris,Boris Nachamkin,77682,Nachamkin
2797,Bostjan,Bostjan Nachbar,2411,Nachbar
2798,Abdel,Abdel Nader,1627846,Nader
2799,Jerry,Jerry Nagel,77683,Nagel
2800,Fred,Fred Nagy,77684,Nagy
2801,Lee,Lee Nailon,1924,Nailon
2802,Eduardo,Eduardo Najera,2059,Najera
2803,Larry,Larry Nance,77685,Nance
2804,Larry,Larry Nance Jr.,1626204,Nance Jr.
2805,Shabazz,Shabazz Napier,203894,Napier
2806,Paul,Paul Napolitano,77686,Napolitano
2807,Bob,Bob Nash,77688,Nash
2808,Charles,Charles Nash,77687,Nash
2809,Steve,Steve Nash,959,Nash
2810,Swen,Swen Nater,77689,Nater
2811,Howard,Howard Nathan,77690,Nathan
2812,Calvin,Calvin Natt,77691,Natt
2813,Kenny,Kenny Natt,77692,Natt
2814,Willie,Willie Naulls,77693,Naulls
2815,Juan Carlos,Juan Carlos Navarro,2434,Navarro
2816,Hamady,Hamady Ndiaye,202380,Ndiaye
2817,Boniface,Boniface Ndong,101238,Ndong
2818,Maurice,Maurice Ndour,1626254,Ndour
2819,Craig,Craig Neal,77694,Neal
2820,Gary,Gary Neal,202390,Neal
2821,Jim,Jim Neal,77695,Neal
2822,Lloyd,Lloyd Neal,77696,Neal
2823,Ed,Ed Nealy,77697,Nealy
2824,Nemanja,Nemanja Nedovic,203517,Nedovic
2825,Al,Al Negratti,77698,Negratti
2826,Barry,Barry Nelson,77699,Nelson
2827,DeMarcus,DeMarcus Nelson,201634,Nelson
2828,Don,Don Nelson,77700,Nelson
2829,Jameer,Jameer Nelson,2749,Nelson
2830,Louie,Louie Nelson,77701,Nelson
2831,Ruben,Ruben Nembhard,1129,Nembhard
2832,Tyrone,Tyrone Nesby,1838,Nesby
2833,Martin,Martin Nessley,77704,Nessley
2834,Rasho,Rasho Nesterovic,1725,Nesterovic
2835,Raul,Raul Neto,203526,Neto
2836,Johnny,Johnny Neumann,77705,Neumann
2837,Paul,Paul Neumann,77706,Neumann
2838,Chuck,Chuck Nevitt,77707,Nevitt
2839,Melvin,Melvin Newbern,1116,Newbern
2840,Ivano,Ivano Newbill,1096,Newbill
2841,Ira,Ira Newble,1956,Newble
2842,Mike,Mike Newlin,77710,Newlin
2843,Johnny,Johnny Newman,271,Newman
2844,Malik,Malik Newman,1629005,Newman
2845,Dave,Dave Newmark,77712,Newmark
2846,Georges,Georges Niang,1627777,Niang
2847,Demetris,Demetris Nichols,201193,Nichols
2848,Jack,Jack Nichols,77713,Nichols
2849,Andrew,Andrew Nicholson,203094,Nicholson
2850,Gaylon,Gaylon Nickerson,1093,Nickerson
2851,Carl,Carl Nicks,77715,Nicks
2852,Rich,Rich Niemann,77716,Niemann
2853,John,John Niemiera,77717,Niemiera
2854,Mike,Mike Niles,77718,Niles
2855,Kurt,Kurt Nimphius,77719,Nimphius
2856,Dyron,Dyron Nix,77720,Nix
2857,Norm,Norm Nixon,77721,Nixon
2858,Joakim,Joakim Noah,201149,Noah
2859,Chuck,Chuck Noble,77722,Noble
2860,Andres,Andres Nocioni,2804,Nocioni
2861,David,David Noel,200786,Noel
2862,Nerlens,Nerlens Noel,203457,Noel
2863,Paul,Paul Noel,77723,Noel
2864,Lucas,Lucas Nogueira,203512,Nogueira
2865,Jim,Jim Nolan,77724,Nolan
2866,Paul,Paul Nolen,77725,Nolen
2867,Jeff,Jeff Nordgaard,999,Nordgaard
2868,Robert,Robert Nordmann,77727,Nordmann
2869,Johnny,Johnny Norlander,77728,Norlander
2870,Connie,Connie Norman,77729,Norman
2871,Ken,Ken Norman,80,Norman
2872,Audie,Audie Norris,77731,Norris
2873,Moochie,Moochie Norris,983,Norris
2874,Sylvester,Sylvester Norris,77732,Norris
2875,Willie,Willie Norwood,77733,Norwood
2876,George,George Nostrand,77734,Nostrand
2877,Stan,Stan Noszka,77735,Noszka
2878,Mike,Mike Novak,77736,Novak
2879,Steve,Steve Novak,200779,Novak
2880,Mel,Mel Nowell,77737,Nowell
2881,Dirk,Dirk Nowitzki,1717,Nowitzki
2882,Frank,Frank Ntilikina,1628373,Ntilikina
2883,James,James Nunnally,203263,Nunnally
2884,Jusuf,Jusuf Nurkic,203994,Nurkic
2885,Dennis,Dennis Nutt,77738,Nutt
2886,David,David Nwaba,1628021,Nwaba
2887,Julius,Julius Nwosu,1022,Nwosu
2888,Charles,Charles O'Bannon,1525,O'Bannon
2889,Ed,Ed O'Bannon,709,O'Bannon
2890,John,John O'Boyle,77742,O'Boyle
2891,Bob,Bob O'Brien,77744,O'Brien
2892,Buckshot,Buckshot O'Brien,77743,O'Brien
2893,JJ,JJ O'Brien,1626266,O'Brien
2894,Patrick,Patrick O'Bryant,200753,O'Bryant
2895,Johnny,Johnny O'Bryant III,203948,O'Bryant III
2896,Dermie,Dermie O'Connell,77745,O'Connell
2897,Andy,Andy O'Donnell,77746,O'Donnell
2898,Francis,Francis O'Grady,77750,O'Grady
2899,Dick,Dick O'Keefe,77752,O'Keefe
2900,Tommy,Tommy O'Keefe,77753,O'Keefe
2901,Mike,Mike O'Koren,77754,O'Koren
2902,Grady,Grady O'Malley,77766,O'Malley
2903,Jermaine,Jermaine O'Neal,979,O'Neal
2904,Shaquille,Shaquille O'Neal,406,O'Neal
2905,Royce,Royce O'Neale,1626220,O'Neale
2906,Mike,Mike O'Neill,77767,O'Neill
2907,Kyle,Kyle O'Quinn,203124,O'Quinn
2908,Kevin,Kevin O'Shea,77773,O'Shea
2909,Garland,Garland O'Shields,77774,O'Shields
2910,Dan,Dan O'Sullivan,77776,O'Sullivan
2911,Charles,Charles Oakley,891,Oakley
2912,Fabricio,Fabricio Oberto,101177,Oberto
2913,Daniel,Daniel Ochefu,1627849,Ochefu
2914,Greg,Greg Oden,201141,Oden
2915,Lamar,Lamar Odom,1885,Odom
2916,Carlos,Carlos Ogden,77747,Ogden
2917,Ralph,Ralph Ogden,77748,Ogden
2918,Alan,Alan Ogg,1628,Ogg
2919,Don,Don Ohl,77751,Ohl
2920,Tim,Tim Ohlbrecht,203317,Ohlbrecht
2921,Semi,Semi Ojeleye,1628400,Ojeleye
2922,Emeka,Emeka Okafor,2731,Okafor
2923,Jahlil,Jahlil Okafor,1626143,Okafor
2924,Elie,Elie Okobo,1629059,Okobo
2925,Josh,Josh Okogie,1629006,Okogie
2926,Mehmet,Mehmet Okur,2246,Okur
2927,Victor,Victor Oladipo,203506,Oladipo
2928,Hakeem,Hakeem Olajuwon,165,Olajuwon
2929,Mark,Mark Olberding,77756,Olberding
2930,Jawann,Jawann Oldham,77757,Oldham
2931,Johnny,Johnny Oldham,77758,Oldham
2932,Frank,Frank Oleynick,77759,Oleynick
2933,John,John Olive,77760,Olive
2934,Brian,Brian Oliver,1680,Oliver
2935,Dean,Dean Oliver,2352,Oliver
2936,Jimmy,Jimmy Oliver,1429,Oliver
2937,Kevin,Kevin Ollie,1563,Ollie
2938,Gene,Gene Ollrich,77764,Ollrich
2939,Michael,Michael Olowokandi,1709,Olowokandi
2940,Enoch,Enoch Olsen,77765,Olsen
2941,Kelly,Kelly Olynyk,203482,Olynyk
2942,Arinze,Arinze Onuaku,202620,Onuaku
2943,Chinanu,Chinanu Onuaku,1627778,Onuaku
2944,Barry,Barry Orms,77768,Orms
2945,Johnny,Johnny Orr,77769,Orr
2946,Louis,Louis Orr,77770,Orr
2947,Jose,Jose Ortiz,77771,Ortiz
2948,Daniel,Daniel Orton,202350,Orton
2949,Chuck,Chuck Osborne,77772,Osborne
2950,Cedi,Cedi Osman,1626224,Osman
2951,Wally,Wally Osterkorn,77775,Osterkorn
2952,Greg,Greg Ostertag,731,Ostertag
2953,Matt,Matt Othick,77777,Othick
2954,Don,Don Otten,77778,Otten
2955,Mac,Mac Otten,77779,Otten
2956,Kelly,Kelly Oubre Jr.,1626162,Oubre Jr.
2957,Bo,Bo Outlaw,448,Outlaw
2958,Travis,Travis Outlaw,2566,Outlaw
2959,Claude,Claude Overton,77780,Overton
2960,Doug,Doug Overton,77,Overton
2961,Andre,Andre Owens,101261,Owens
2962,Billy,Billy Owens,182,Owens
2963,Chris,Chris Owens,2442,Owens
2964,Eddie,Eddie Owens,77782,Owens
2965,James,James Owens,77783,Owens
2966,Jim,Jim Owens,77784,Owens
2967,Keith,Keith Owens,77785,Owens
2968,Larry,Larry Owens,202082,Owens
2969,Tom,Tom Owens,77786,Owens
2970,Ray,Ray Owes,1077,Owes
2971,Olumide,Olumide Oyedeji,2071,Oyedeji
2972,Joe,Joe Pace,77788,Pace
2973,Zaza,Zaza Pachulia,2585,Pachulia
2974,Robert,Robert Pack,123,Pack
2975,Gerald,Gerald Paddio,77789,Paddio
2976,Scott,Scott Padgett,1909,Padgett
2977,Marcus,Marcus Paige,1627779,Paige
2978,Fred,Fred Paine,77790,Paine
2979,Milt,Milt Palacio,1960,Palacio
2980,Togo,Togo Palazzi,77791,Palazzi
2981,Jim,Jim Palmer,77792,Palmer
2982,John,John Palmer,77793,Palmer
2983,Walter,Walter Palmer,77794,Palmer
2984,Andy,Andy Panko,1950,Panko
2985,Georgios,Georgios Papagiannis,1627834,Papagiannis
2986,Kostas,Kostas Papanikolaou,203123,Papanikolaou
2987,Jannero,Jannero Pargo,2457,Pargo
2988,Jeremy,Jeremy Pargo,202951,Pargo
2989,Estes,Estes Parham,77797,Parham
2990,Robert,Robert Parish,305,Parish
2991,Medford,Medford Park,77799,Park
2992,Anthony,Anthony Parker,1515,Parker
2993,Jabari,Jabari Parker,203953,Parker
2994,Smush,Smush Parker,2470,Parker
2995,Sonny,Sonny Parker,77800,Parker
2996,Tony,Tony Parker,2225,Parker
2997,Jack,Jack Parkinson,77801,Parkinson
2998,Cherokee,Cherokee Parks,685,Parks
2999,Jack,Jack Parr,77802,Parr
